Period,PeriodWeight,EventId,Year,Month,Day,Hour,Minute,SummaryId,Quantile,Loss
1,0.002000,1,1,1,1,0,0,1,0.00,0.00
1,0.002000,1,1,1,1,0,0,1,0.20,0.00
1,0.002000,1,1,1,1,0,0,1,0.40,1689.49
1,0.002000,1,1,1,1,0,0,1,0.50,3831.36
1,0.002000,1,1,1,1,0,0,1,0.75,16123.20
1,0.002000,1,1,1,1,0,0,1,1.00,56116.76
1,0.002000,1,1,1,1,0,0,2,0.00,0.00
1,0.002000,1,1,1,1,0,0,2,0.20,0.00
1,0.002000,1,1,1,1,0,0,2,0.40,52311.70
1,0.002000,1,1,1,1,0,0,2,0.50,83118.14
1,0.002000,1,1,1,1,0,0,2,0.75,167065.09
1,0.002000,1,1,1,1,0,0,2,1.00,278596.16
1,0.002000,1,1,1,1,0,0,3,0.00,0.00
1,0.002000,1,1,1,1,0,0,3,0.20,0.00
1,0.002000,1,1,1,1,0,0,3,0.40,0.00
1,0.002000,1,1,1,1,0,0,3,0.50,6837.66
1,0.002000,1,1,1,1,0,0,3,0.75,19221.19
1,0.002000,1,1,1,1,0,0,3,1.00,59937.60
1,0.002000,1,1,1,1,0,0,4,0.00,0.00
1,0.002000,1,1,1,1,0,0,4,0.20,196.43
1,0.002000,1,1,1,1,0,0,4,0.40,2293.35
1,0.002000,1,1,1,1,0,0,4,0.50,3902.62
1,0.002000,1,1,1,1,0,0,4,0.75,6017.86
1,0.002000,1,1,1,1,0,0,4,1.00,8815.06
1,0.002000,1,1,1,1,0,0,5,0.00,0.00
1,0.002000,1,1,1,1,0,0,5,0.20,0.00
1,0.002000,1,1,1,1,0,0,5,0.40,0.00
1,0.002000,1,1,1,1,0,0,5,0.50,6958.55
1,0.002000,1,1,1,1,0,0,5,0.75,34518.61
1,0.002000,1,1,1,1,0,0,5,1.00,98289.95
1,0.002000,1,1,1,1,0,0,6,0.00,0.00
1,0.002000,1,1,1,1,0,0,6,0.20,0.00
1,0.002000,1,1,1,1,0,0,6,0.40,13383.72
1,0.002000,1,1,1,1,0,0,6,0.50,40945.73
1,0.002000,1,1,1,1,0,0,6,0.75,89008.89
1,0.002000,1,1,1,1,0,0,6,1.00,116145.12
1,0.002000,1,1,1,1,0,0,7,0.00,0.00
1,0.002000,1,1,1,1,0,0,7,0.20,0.00
1,0.002000,1,1,1,1,0,0,7,0.40,1050.03
1,0.002000,1,1,1,1,0,0,7,0.50,4501.07
1,0.002000,1,1,1,1,0,0,7,0.75,14829.55
1,0.002000,1,1,1,1,0,0,7,1.00,25363.47
1,0.002000,1,1,1,1,0,0,8,0.00,0.00
1,0.002000,1,1,1,1,0,0,8,0.20,0.00
1,0.002000,1,1,1,1,0,0,8,0.40,24855.20
1,0.002000,1,1,1,1,0,0,8,0.50,41465.82
1,0.002000,1,1,1,1,0,0,8,0.75,47270.07
1,0.002000,1,1,1,1,0,0,8,1.00,140098.00
1,0.002000,1,1,1,1,0,0,9,0.00,0.00
1,0.002000,1,1,1,1,0,0,9,0.20,0.00
1,0.002000,1,1,1,1,0,0,9,0.40,0.00
1,0.002000,1,1,1,1,0,0,9,0.50,9241.32
1,0.002000,1,1,1,1,0,0,9,0.75,65508.27
1,0.002000,1,1,1,1,0,0,9,1.00,200892.75
1,0.002000,1,1,1,1,0,0,10,0.00,0.00
1,0.002000,1,1,1,1,0,0,10,0.20,0.00
1,0.002000,1,1,1,1,0,0,10,0.40,8940.72
1,0.002000,1,1,1,1,0,0,10,0.50,17237.77
1,0.002000,1,1,1,1,0,0,10,0.75,108500.20
1,0.002000,1,1,1,1,0,0,10,1.00,240514.38
1,0.002000,2,1,1,1,0,0,1,0.00,0.00
1,0.002000,2,1,1,1,0,0,1,0.20,24828.10
1,0.002000,2,1,1,1,0,0,1,0.40,56757.50
1,0.002000,2,1,1,1,0,0,1,0.50,68225.68
