,GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
28966,5,637,1,911,2,0.30014846
28967,6,788,1,1146,2,0.901248
28968,6,788,1,1147,2,0.53725016
28970,7,60,1,90,2,0.68476045
28971,8,621,1,890,2,0.8809041
28972,9,561,1,806,2,0.1364685
28973,10,672,1,967,2,0.8003092
28975,11,658,1,945,2,0.79155165
28976,12,61,1,91,2,0.6648604
28977,13,660,1,947,2,0.7837843
28978,13,660,1,948,2,0.21936616
28979,14,27,1,45,2,0.52471894
28981,16,410,1,580,2,0.32901248
28982,16,410,1,581,2,0.26708156
28983,18,359,1,504,2,0.55755585
28985,20,340,1,481,2,0.6797493
28986,20,340,1,482,2,0.6335259
28989,22,891,1,1297,2,0.026979128
28990,23,280,1,392,2,0.79086655
28991,23,280,1,393,2,0.6512361
28994,28,632,1,904,2,0.2632305
28995,28,632,1,905,2,0.57602745
28996,28,632,1,906,2,0.8714197
28997,29,108,1,153,2,0.23884812
28999,31,134,1,182,2,0.254117
29001,32,529,1,747,2,0.20399962
29003,33,629,1,899,2,0.4025572
29004,34,360,1,505,2,0.18503937
29005,35,150,1,215,2,0.7630852
29006,35,150,1,216,2,0.95445275
29008,37,558,1,801,2,0.7151871
29009,39,124,1,169,2,0.72687125
29010,39,124,1,170,2,0.043086316
29011,40,764,1,1109,2,0.9509925
29012,40,764,1,1110,2,0.54256284
29013,40,764,1,1111,2,0.9094269
29014,41,16,1,25,2,0.40996924
29015,41,16,1,26,2,0.3808727
29017,41,16,1,28,2,0.3562283
29019,44,975,1,1414,2,0.2772099
29020,44,975,1,1415,2,0.049244113
29021,46,789,1,1148,2,0.7443862
29022,47,669,1,959,2,0.9668518
29023,47,669,1,960,2,0.42825872
29024,47,669,1,961,2,0.3447632
29026,47,669,1,963,2,0.060231905
29027,47,669,1,964,2,0.42814708
29029,48,269,1,379,2,0.8018166
29030,50,146,1,208,2,0.19468533
29031,50,146,1,209,2,0.96280885
29032,50,146,1,210,2,0.025435643
29034,52,514,1,731,2,0.17894112
29035,55,63,1,94,2,0.06781751
29036,55,63,1,95,2,0.16305715
29037,55,63,1,96,2,0.22313878
29038,55,63,1,97,2,0.22689305
29039,56,556,1,798,2,0.5224397
29040,57,613,1,876,2,0.23254353
29042,60,801,1,1170,2,0.41768166
29043,60,801,1,1171,2,0.4431788
29044,61,191,1,280,2,0.46679533
29045,61,191,1,281,2,0.44993734
29046,62,135,1,184,2,0.3240732
29047,63,346,1,488,2,0.375731
29049,64,692,1,998,2,0.6191806
29050,68,526,1,744,2,0.19318213
29052,69,322,1,450,2,0.8386503
29053,69,322,1,451,2,0.5188215
29054,69,322,1,452,2,0.742584
29055,70,594,1,840,2,0.36246783
29056,72,291,1,406,2,0.046852928
29057,72,291,1,407,2,0.3432616
29058,73,651,1,933,2,0.74670345
29060,74,406,1,573,2,0.8543295
29061,74,406,1,574,2,0.9635699
29062,76,59,1,88,2,0.52160907
29063,77,785,1,1141,2,0.85918087
29064,79,338,1,478,2,0.6580118
29065,79,338,1,479,2,0.66363686
29066,81,491,1,702,2,0.007843544
29068,83,451,1,650,2,0.25433776
29069,84,952,1,1380,2,0.827136
29070,84,952,1,1381,2,0.58163816
29072,85,925,1,1336,2,0.4141419
29073,85,925,1,1337,2,0.49025175
29074,86,299,1,413,2,0.2956201
29075,88,454,1,651,2,0.2730975
29077,89,15,1,24,2,0.4626594
29078,90,161,1,235,2,0.66044706
29079,90,161,1,236,2,0.671076
29081,90,161,1,238,2,0.027678136
29082,90,161,1,239,2,0.8041088
29083,92,648,1,928,2,0.3179569
29085,93,986,1,1428,2,0.7156333
29086,94,597,1,846,2,0.9363319
29089,95,905,1,1311,2,0.7750633
29090,95,905,1,1312,2,0.68230516
29091,96,762,1,1103,2,0.45781356
29093,97,596,1,841,2,0.0912358
29094,97,596,1,842,2,0.047436934
29096,97,596,1,844,2,0.40529543
29097,97,596,1,845,2,0.43391612
29098,98,187,1,276,2,0.17552523
29099,99,440,1,640,2,0.981621
29100,100,787,1,1145,2,0.2502281
29102,101,635,1,908,2,0.26241848
29104,103,371,1,518,2,0.8388075
29105,103,371,1,519,2,0.8729479
29109,106,851,1,1236,2,0.6681527
29110,106,851,1,1237,2,0.94592977
29111,107,370,1,516,2,0.04632833
29112,108,914,1,1321,2,0.22952771
29113,109,85,1,124,2,0.16920686
29114,110,304,1,418,2,0.12371138
29115,113,407,1,575,2,0.15642576
29116,113,407,1,576,2,0.13714477
29117,113,407,1,577,2,0.6704347
29118,114,524,1,740,2,0.25036404
29119,115,114,1,160,2,0.85939944
29121,117,623,1,892,2,0.97284293
29123,119,844,1,1230,2,0.9842258
29125,120,737,1,1063,2,0.75041527
29126,120,737,1,1064,2,0.17852573
29127,121,989,1,1430,2,0.43370438
29128,121,989,1,1431,2,0.13834064
29130,123,553,1,792,2,0.7007586
29132,123,553,1,794,2,0.14299595
29133,124,970,1,1406,2,0.2979578
29134,126,421,1,601,2,0.733683
29135,126,421,1,602,2,0.9099802
29137,127,536,1,763,2,0.17858759
29138,127,536,1,764,2,0.6455083
29140,133,577,1,829,2,0.85356694
29142,134,119,1,167,2,0.60370034
29145,139,344,1,486,2,0.8923967
29146,140,498,1,710,2,0.5522204
29147,140,498,1,711,2,0.7997907
29148,141,738,1,1065,2,0.12753573
29150,141,738,1,1067,2,0.03187257
29156,147,977,1,1416,2,0.10506064
29157,147,977,1,1417,2,0.8547548
29158,147,977,1,1418,2,0.12269824
29160,148,319,1,448,2,0.58403
29161,149,460,1,661,2,0.66723955
29162,149,460,1,662,2,0.48784
29163,151,994,1,1439,2,0.18593773
29165,153,490,1,701,2,0.44807133
29166,154,112,1,154,2,0.25531986
29167,154,112,1,155,2,0.46487415
29168,154,112,1,156,2,0.21215552
29169,154,112,1,157,2,0.72934854
29171,157,113,1,158,2,0.18224691
29172,157,113,1,159,2,0.2016057
29173,158,45,1,70,2,0.38232327
29174,159,554,1,795,2,0.40621084
29175,161,907,1,1313,2,0.06210611
29176,161,907,1,1314,2,0.055552933
29177,163,563,1,807,2,0.3147322
29181,165,266,1,373,2,0.71212256
29182,166,555,1,796,2,0.5647397
29183,166,555,1,797,2,0.3515504
29184,168,987,1,1429,2,0.008475226
29185,169,383,1,541,2,0.11294959
29186,169,383,1,542,2,0.36778238
29187,170,676,1,972,2,0.45287007
