,GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
6,5,637,1,911,0,0.59830874
7,6,788,1,1146,0,0.18673418
8,6,788,1,1147,0,0.672756
10,7,60,1,90,0,0.24824572
11,8,621,1,890,0,0.94888115
12,9,561,1,806,0,0.66723746
13,10,672,1,967,0,0.095897935
15,11,658,1,945,0,0.8864799
16,12,61,1,91,0,0.6974535
17,13,660,1,947,0,0.32647288
18,13,660,1,948,0,0.73392814
19,14,27,1,45,0,0.22013496
21,16,410,1,580,0,0.1598956
22,16,410,1,581,0,0.3401002
23,18,359,1,504,0,0.46519315
25,20,340,1,481,0,0.8157764
26,20,340,1,482,0,0.19329439
29,22,891,1,1297,0,0.598568
30,23,280,1,392,0,0.85474193
31,23,280,1,393,0,0.60162127
34,28,632,1,904,0,0.8605513
35,28,632,1,905,0,0.9293378
36,28,632,1,906,0,0.54618603
37,29,108,1,153,0,0.937673
39,31,134,1,182,0,0.2737732
41,32,529,1,747,0,0.66503894
43,33,629,1,899,0,0.903454
44,34,360,1,505,0,0.25707418
45,35,150,1,215,0,0.33982834
46,35,150,1,216,0,0.2588534
48,37,558,1,801,0,0.005022334
49,39,124,1,169,0,0.62860453
50,39,124,1,170,0,0.2823827
51,40,764,1,1109,0,0.06808769
52,40,764,1,1110,0,0.616829
53,40,764,1,1111,0,0.17632632
54,41,16,1,25,0,0.30438837
55,41,16,1,26,0,0.44088683
57,41,16,1,28,0,0.21792886
59,44,975,1,1414,0,0.47636884
60,44,975,1,1415,0,0.25523236
61,46,789,1,1148,0,0.29756528
62,47,669,1,959,0,0.27906713
63,47,669,1,960,0,0.2605792
64,47,669,1,961,0,0.4827616
66,47,669,1,963,0,0.4956306
67,47,669,1,964,0,0.24626133
69,48,269,1,379,0,0.18013059
70,50,146,1,208,0,0.8621563
71,50,146,1,209,0,0.17829944
72,50,146,1,210,0,0.7505313
74,52,514,1,731,0,0.20915504
75,55,63,1,94,0,0.75987244
76,55,63,1,95,0,0.24926057
77,55,63,1,96,0,0.08557173
78,55,63,1,97,0,0.6180567
79,56,556,1,798,0,0.53696835
80,57,613,1,876,0,0.6345267
82,60,801,1,1170,0,0.24816449
83,60,801,1,1171,0,0.684823
84,61,191,1,280,0,0.08087165
85,61,191,1,281,0,0.8750736
86,62,135,1,184,0,0.42869437
87,63,346,1,488,0,0.6183942
89,64,692,1,998,0,0.17896286
90,68,526,1,744,0,0.009712128
92,69,322,1,450,0,0.87000066
93,69,322,1,451,0,0.9728298
94,69,322,1,452,0,0.44179234
95,70,594,1,840,0,0.3787495
96,72,291,1,406,0,0.2759471
97,72,291,1,407,0,0.9661041
98,73,651,1,933,0,0.058202606
100,74,406,1,573,0,0.16862884
101,74,406,1,574,0,0.24014406
102,76,59,1,88,0,0.78000784
103,77,785,1,1141,0,0.2037676
104,79,338,1,478,0,0.55205095
105,79,338,1,479,0,0.36699414
106,81,491,1,702,0,0.5072817
108,83,451,1,650,0,0.28272167
109,84,952,1,1380,0,0.2818303
110,84,952,1,1381,0,0.08538129
112,85,925,1,1336,0,0.8833429
113,85,925,1,1337,0,0.9472278
114,86,299,1,413,0,0.027383722
115,88,454,1,651,0,0.91775227
117,89,15,1,24,0,0.74784774
118,90,161,1,235,0,0.89652073
119,90,161,1,236,0,0.1679298
121,90,161,1,238,0,0.37815663
122,90,161,1,239,0,0.34684896
123,92,648,1,928,0,0.5162557
125,93,986,1,1428,0,0.4226782
126,94,597,1,846,0,0.8776577
129,95,905,1,1311,0,0.48122773
130,95,905,1,1312,0,0.7825715
131,96,762,1,1103,0,0.96455956
133,97,596,1,841,0,0.27373672
134,97,596,1,842,0,0.6701133
136,97,596,1,844,0,0.76812786
137,97,596,1,845,0,0.6757714
138,98,187,1,276,0,0.977532
139,99,440,1,640,0,0.86670977
140,100,787,1,1145,0,0.046108015
142,101,635,1,908,0,0.8623911
144,103,371,1,518,0,0.34425795
145,103,371,1,519,0,0.055602577
149,106,851,1,1236,0,0.99350417
150,106,851,1,1237,0,0.7760131
151,107,370,1,516,0,0.8682709
152,108,914,1,1321,0,0.47715825
153,109,85,1,124,0,0.16884863
154,110,304,1,418,0,0.5339773
155,113,407,1,575,0,0.42583188
156,113,407,1,576,0,0.1630296
157,113,407,1,577,0,0.16587757
158,114,524,1,740,0,0.25815016
159,115,114,1,160,0,0.9430916
161,117,623,1,892,0,0.7036664
163,119,844,1,1230,0,0.7324978
165,120,737,1,1063,0,0.17742631
166,120,737,1,1064,0,0.8776462
167,121,989,1,1430,0,0.88039035
168,121,989,1,1431,0,0.7095345
170,123,553,1,792,0,0.9799982
172,123,553,1,794,0,0.7575695
173,124,970,1,1406,0,0.6166185
174,126,421,1,601,0,0.11488907
175,126,421,1,602,0,0.31598848
177,127,536,1,763,0,0.88687116
178,127,536,1,764,0,0.022070399
180,133,577,1,829,0,0.17761211
182,134,119,1,167,0,0.16584449
185,139,344,1,486,0,0.34090048
186,140,498,1,710,0,0.9992098
187,140,498,1,711,0,0.5459749
188,141,738,1,1065,0,0.30333114
190,141,738,1,1067,0,0.6958669
196,147,977,1,1416,0,0.14311478
197,147,977,1,1417,0,0.42274225
198,147,977,1,1418,0,0.7644117
200,148,319,1,448,0,0.619931
201,149,460,1,661,0,0.04377948
202,149,460,1,662,0,0.21972537
203,151,994,1,1439,0,0.2038287
205,153,490,1,701,0,0.044549882
206,154,112,1,154,0,0.2153185
207,154,112,1,155,0,0.031399235
208,154,112,1,156,0,0.63953525
209,154,112,1,157,0,0.6531704
211,157,113,1,158,0,0.036354523
212,157,113,1,159,0,0.43501043
213,158,45,1,70,0,0.17132863
214,159,554,1,795,0,0.42672423
215,161,907,1,1313,0,0.37281024
216,161,907,1,1314,0,0.22108634
217,163,563,1,807,0,0.84164095
221,165,266,1,373,0,0.10903989
222,166,555,1,796,0,0.60303855
223,166,555,1,797,0,0.50415194
224,168,987,1,1429,0,0.9053811
225,169,383,1,541,0,0.9689099
226,169,383,1,542,0,0.8095953
227,170,676,1,972,0,0.86669624
228,170,676,1,973,0,0.49578974
230,171,281,1,395,0,0.4789902
231,171,281,1,396,0,0.53124255
232,172,678,1,976,0,0.8176968
233,172,678,1,977,0,0.15100636
236,175,404,1,567,0,0.22246403
237,176,492,1,703,0,0.28786325
239,176,492,1,705,0,0.65186787
240,178,886,1,1288,0,0.96546495
241,179,441,1,641,0,0.64208376
243,180,153,1,226,0,0.8268484
245,182,239,1,332,0,0.18998775
246,184,330,1,461,0,0.2135332
247,187,598,1,849,0,0.8630297
248,187,598,1,850,0,0.33392394
250,187,598,1,852,0,0.43537572
253,188,190,1,279,0,0.8223224
254,190,641,1,917,0,0.31144947
255,191,36,1,59,0,0.33713344
256,192,548,1,784,0,0.071601905
258,192,548,1,786,0,0.77861214
259,192,548,1,787,0,0.5110413
260,193,236,1,329,0,0.4777099
261,193,236,1,330,0,0.7721071
263,194,62,1,93,0,0.54091835
264,195,893,1,1298,0,0.74888366
265,195,893,1,1299,0,0.3663077
266,196,831,1,1219,0,0.87613046
267,197,4,1,4,0,0.45681518
268,199,133,1,180,0,0.1158964
269,199,133,1,181,0,0.9768903
270,201,670,1,966,0,0.45590073
271,202,18,1,29,0,0.75278914
272,202,18,1,30,0,0.0782532
274,204,534,1,756,0,0.15200032
276,204,534,1,758,0,0.2764363
278,205,369,1,515,0,0.48528567
280,206,32,1,52,0,0.03453953
281,207,169,1,248,0,0.59703124
283,207,169,1,250,0,0.97875386
284,208,928,1,1343,0,0.55415994
285,209,66,1,99,0,0.9318685
287,211,33,1,53,0,0.21239536
288,211,33,1,54,0,0.06637992
289,211,33,1,55,0,0.1696619
293,213,376,1,525,0,0.94338757
294,213,376,1,526,0,0.6835894
295,214,519,1,736,0,0.9581797
297,215,427,1,622,0,0.19225828
298,218,702,1,1009,0,0.13678877
299,218,702,1,1010,0,0.9433777
301,219,540,1,771,0,0.80235213
303,221,331,1,462,0,0.86291933
305,221,331,1,464,0,0.38141742
306,222,300,1,414,0,0.401931
307,223,480,1,688,0,0.9762421
308,225,481,1,689,0,0.8977273
309,225,481,1,690,0,0.38445184
310,225,481,1,691,0,0.42468283
313,227,49,1,73,0,0.8941525
314,230,797,1,1164,0,0.68719375
315,230,797,1,1165,0,0.5153119
316,231,549,1,788,0,0.90068424
317,231,549,1,789,0,0.3309923
319,232,356,1,501,0,0.35143247
320,233,143,1,199,0,0.4895119
321,236,147,1,212,0,0.034729425
323,238,82,1,121,0,0.31661758
324,239,335,1,471,0,0.24318504
325,239,335,1,472,0,0.24742694
326,239,335,1,473,0,0.7975441
327,240,883,1,1281,0,0.38559106
328,240,883,1,1282,0,0.9807439
329,240,883,1,1283,0,0.41275185
330,242,560,1,803,0,0.69770736
331,242,560,1,804,0,0.3053727
334,243,382,1,540,0,0.27518708
336,245,165,1,242,0,0.12935613
337,246,429,1,624,0,0.7505955
338,246,429,1,625,0,0.43151575
339,246,429,1,626,0,0.12594521
340,249,151,1,217,0,0.5362137
343,250,202,1,295,0,0.7124996
344,251,368,1,513,0,0.066531636
345,252,774,1,1124,0,0.49194202
346,253,155,1,228,0,0.05160447
347,253,155,1,229,0,0.9760919
348,254,21,1,35,0,0.65989923
349,255,455,1,653,0,0.16918527
350,255,455,1,654,0,0.9195634
352,258,305,1,419,0,0.35458884
353,258,305,1,420,0,0.04748799
354,258,305,1,421,0,0.37126446
355,259,541,1,772,0,0.73140895
356,259,541,1,773,0,0.121870175
357,260,608,1,871,0,0.7769846
358,260,608,1,872,0,0.42708218
359,261,965,1,1396,0,0.80232793
360,263,431,1,627,0,0.1739274
362,264,361,1,507,0,0.7272623
365,267,656,1,943,0,0.06553107
367,270,647,1,925,0,0.36326164
368,270,647,1,926,0,0.7741538
369,270,647,1,927,0,0.8825343
371,272,725,1,1045,0,0.8103754
372,272,725,1,1046,0,0.38576263
373,274,923,1,1333,0,0.38227996
374,275,674,1,970,0,0.654324
375,277,777,1,1125,0,0.9741268
376,277,777,1,1126,0,0.68248785
379,279,743,1,1076,0,0.11139377
381,279,743,1,1078,0,0.06893042
382,280,570,1,818,0,0.0663074
383,280,570,1,819,0,0.94634223
384,282,274,1,384,0,0.15167087
385,282,274,1,385,0,0.33392397
387,283,432,1,628,0,0.5336973
388,283,432,1,629,0,0.6926838
389,283,432,1,630,0,0.28759667
392,286,362,1,508,0,0.3460893
393,287,791,1,1149,0,0.9066116
394,287,791,1,1150,0,0.7295521
396,288,473,1,679,0,0.45788968
398,288,473,1,681,0,0.3978521
399,289,639,1,913,0,0.4325007
400,289,639,1,914,0,0.56771046
401,289,639,1,915,0,0.559749
402,290,55,1,81,0,0.46043783
403,290,55,1,82,0,0.6044958
404,291,420,1,598,0,0.14986554
405,291,420,1,599,0,0.7389066
406,291,420,1,600,0,0.1625543
407,292,396,1,554,0,0.80859405
408,292,396,1,555,0,0.57270485
409,292,396,1,556,0,0.93582
411,296,181,1,265,0,0.65837026
412,296,181,1,266,0,0.07346005
413,296,181,1,267,0,0.3034303
414,296,181,1,268,0,0.16221139
415,298,693,1,999,0,0.66848814
417,299,118,1,165,0,0.49848896
419,302,811,1,1186,0,0.16783583
420,303,463,1,669,0,0.8133471
422,304,967,1,1400,0,0.07987232
423,304,967,1,1401,0,0.3924218
424,304,967,1,1402,0,0.21071757
425,304,967,1,1403,0,0.71401876
426,304,967,1,1404,0,0.61869854
427,305,926,1,1338,0,0.9489408
428,305,926,1,1339,0,0.85134226
429,305,926,1,1340,0,0.3061041
430,306,387,1,546,0,0.8609817
431,310,716,1,1030,0,0.25298938
432,312,349,1,491,0,0.8534509
433,312,349,1,492,0,0.14500134
434,313,858,1,1247,0,0.9286261
435,315,846,1,1232,0,0.56444705
436,315,846,1,1233,0,0.4574603
437,316,731,1,1055,0,0.40294617
439,317,567,1,812,0,0.15723164
443,321,962,1,1393,0,0.12366673
445,322,328,1,459,0,0.5853549
446,324,379,1,531,0,0.72897285
447,324,379,1,532,0,0.6552194
449,324,379,1,534,0,0.7315392
451,325,820,1,1199,0,0.38157725
452,325,820,1,1200,0,0.4280146
453,325,820,1,1201,0,0.35450524
454,325,820,1,1202,0,0.77753246
457,330,798,1,1167,0,0.588125
458,331,927,1,1341,0,0.37114635
460,332,667,1,956,0,0.9578117
461,332,667,1,957,0,0.96860516
463,333,197,1,288,0,0.4905615
464,335,352,1,495,0,0.92084205
465,335,352,1,496,0,0.008866413
466,336,212,1,305,0,0.2999616
468,339,616,1,879,0,0.2780447
470,340,178,1,262,0,0.5362087
471,345,781,1,1133,0,0.84410614
472,345,781,1,1134,0,0.2395272
473,345,781,1,1135,0,0.75607866
474,346,265,1,371,0,0.49350995
477,349,734,1,1059,0,0.020561941
478,349,734,1,1060,0,0.39956108
481,352,84,1,122,0,0.9962109
482,352,84,1,123,0,0.5792385
483,354,390,1,548,0,0.06902129
484,354,390,1,549,0,0.7473744
485,356,131,1,179,0,0.20084217
486,358,733,1,1057,0,0.46275422
487,358,733,1,1058,0,0.63594145
490,360,86,1,126,0,0.66504323
491,361,6,1,6,0,0.035322167
492,361,6,1,7,0,0.06242567
493,361,6,1,8,0,0.42541498
494,362,96,1,136,0,0.58981705
495,363,517,1,734,0,0.28337446
496,363,517,1,735,0,0.742661
498,364,939,1,1362,0,0.27020982
499,364,939,1,1363,0,0.6959171
500,365,337,1,475,0,0.7086124
501,365,337,1,476,0,0.976186
504,367,531,1,752,0,0.8317351
505,367,531,1,753,0,0.2762544
507,368,897,1,1304,0,0.57160217
509,369,386,1,544,0,0.0047058132
510,369,386,1,545,0,0.5663815
511,370,247,1,342,0,0.870499
513,372,559,1,802,0,0.3806002
514,373,74,1,111,0,0.1679683
515,373,74,1,112,0,0.90381116
517,376,872,1,1263,0,0.4522795
518,376,872,1,1264,0,0.46916616
521,377,423,1,606,0,0.015222748
522,377,423,1,607,0,0.767089
523,378,539,1,767,0,0.63263226
525,378,539,1,769,0,0.6545333
526,378,539,1,770,0,0.71279454
527,380,538,1,766,0,0.2911288
528,381,434,1,635,0,0.3919754
529,382,87,1,127,0,0.24740781
532,386,578,1,831,0,0.7376534
533,386,578,1,832,0,0.6078529
534,387,828,1,1215,0,0.2554046
535,387,828,1,1216,0,0.64141405
537,388,956,1,1388,0,0.44654223
539,389,717,1,1032,0,0.779036
540,390,35,1,58,0,0.8974065
541,391,99,1,140,0,0.29160345
542,393,995,1,1441,0,0.36185756
543,394,287,1,401,0,0.4914904
544,396,909,1,1315,0,0.3977906
547,401,795,1,1160,0,0.65356416
548,402,227,1,319,0,0.32085302
549,403,807,1,1179,0,0.63457143
550,403,807,1,1180,0,0.68352336
551,404,160,1,234,0,0.44007266
555,407,543,1,778,0,0.7193024
557,409,661,1,949,0,0.21094728
558,410,296,1,410,0,0.57000107
560,411,796,1,1162,0,0.30158603
561,411,796,1,1163,0,0.6151807
562,412,998,1,1444,0,0.41371435
563,414,751,1,1091,0,0.44102085
564,417,933,1,1351,0,0.75271165
565,417,933,1,1352,0,0.54515094
566,417,933,1,1353,0,0.2774519
567,418,516,1,732,0,0.7414181
568,418,516,1,733,0,0.5592527
569,419,351,1,493,0,0.30792725
571,420,306,1,422,0,0.7422365
573,421,295,1,409,0,0.1654382
575,423,681,1,983,0,0.24924818
576,425,413,1,587,0,0.5663787
577,425,413,1,588,0,0.04907262
578,425,413,1,589,0,0.9176161
580,426,246,1,340,0,0.41957873
581,426,246,1,341,0,0.15190886
582,428,694,1,1001,0,0.062738225
583,429,78,1,117,0,0.73920125
584,429,78,1,118,0,0.5665049
585,430,898,1,1306,0,0.41505697
