GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
1,22,1,36,0,0.22733602
1,22,1,37,0,0.31675833
2,772,1,1122,0,0.7973655
4,384,1,543,0,0.6762547
5,637,1,909,0,0.39110956
5,637,1,910,0,0.33281392
5,637,1,911,0,0.59830874
6,788,1,1146,0,0.18673418
6,788,1,1147,0,0.672756
7,60,1,89,0,0.94180286
7,60,1,90,0,0.24824572
8,621,1,890,0,0.94888115
9,561,1,806,0,0.66723746
10,672,1,967,0,0.095897935
10,672,1,968,0,0.44183967
11,658,1,945,0,0.8864799
12,61,1,91,0,0.6974535
13,660,1,947,0,0.32647288
13,660,1,948,0,0.73392814
14,27,1,45,0,0.22013496
14,27,1,46,0,0.08159457
16,410,1,580,0,0.1598956
16,410,1,581,0,0.3401002
18,359,1,504,0,0.46519315
19,311,1,431,0,0.26642102
20,340,1,481,0,0.8157764
20,340,1,482,0,0.19329439
21,496,1,708,0,0.12946908
22,891,1,1296,0,0.091664754
22,891,1,1297,0,0.598568
23,280,1,392,0,0.85474193
23,280,1,393,0,0.60162127
23,280,1,394,0,0.93198836
24,117,1,164,0,0.72478133
28,632,1,904,0,0.8605513
28,632,1,905,0,0.9293378
28,632,1,906,0,0.54618603
29,108,1,153,0,0.937673
30,106,1,149,0,0.49498793
31,134,1,182,0,0.2737732
31,134,1,183,0,0.4517787
32,529,1,747,0,0.66503894
33,629,1,898,0,0.33089092
33,629,1,899,0,0.903454
34,360,1,505,0,0.25707418
35,150,1,215,0,0.33982834
35,150,1,216,0,0.2588534
37,558,1,800,0,0.3554465
37,558,1,801,0,0.005022334
39,124,1,169,0,0.62860453
39,124,1,170,0,0.2823827
40,764,1,1109,0,0.06808769
40,764,1,1110,0,0.616829
40,764,1,1111,0,0.17632632
41,16,1,25,0,0.30438837
41,16,1,26,0,0.44088683
41,16,1,27,0,0.15020233
41,16,1,28,0,0.21792886
44,975,1,1413,0,0.4743331
44,975,1,1414,0,0.47636884
44,975,1,1415,0,0.25523236
46,789,1,1148,0,0.29756528
47,669,1,959,0,0.27906713
47,669,1,960,0,0.2605792
47,669,1,961,0,0.4827616
47,669,1,962,0,0.21197903
47,669,1,963,0,0.4956306
47,669,1,964,0,0.24626133
47,669,1,965,0,0.8384827
48,269,1,379,0,0.18013059
50,146,1,208,0,0.8621563
50,146,1,209,0,0.17829944
50,146,1,210,0,0.7505313
50,146,1,211,0,0.6111204
52,514,1,731,0,0.20915504
55,63,1,94,0,0.75987244
55,63,1,95,0,0.24926057
55,63,1,96,0,0.08557173
55,63,1,97,0,0.6180567
56,556,1,798,0,0.53696835
57,613,1,876,0,0.6345267
58,879,1,1275,0,0.1743741
60,801,1,1170,0,0.24816449
60,801,1,1171,0,0.684823
61,191,1,280,0,0.08087165
61,191,1,281,0,0.8750736
62,135,1,184,0,0.42869437
63,346,1,488,0,0.6183942
64,692,1,997,0,0.3131055
64,692,1,998,0,0.17896286
68,526,1,744,0,0.009712128
68,526,1,745,0,0.21004295
69,322,1,450,0,0.87000066
69,322,1,451,0,0.9728298
69,322,1,452,0,0.44179234
70,594,1,840,0,0.3787495
72,291,1,406,0,0.2759471
72,291,1,407,0,0.9661041
73,651,1,933,0,0.058202606
73,651,1,934,0,0.4087339
74,406,1,573,0,0.16862884
74,406,1,574,0,0.24014406
76,59,1,88,0,0.78000784
77,785,1,1141,0,0.2037676
79,338,1,478,0,0.55205095
79,338,1,479,0,0.36699414
81,491,1,702,0,0.5072817
82,985,1,1427,0,0.3334378
83,451,1,650,0,0.28272167
84,952,1,1380,0,0.2818303
84,952,1,1381,0,0.08538129
84,952,1,1382,0,0.48181367
85,925,1,1336,0,0.8833429
85,925,1,1337,0,0.9472278
86,299,1,413,0,0.027383722
88,454,1,651,0,0.91775227
88,454,1,652,0,0.12152453
89,15,1,24,0,0.74784774
90,161,1,235,0,0.89652073
90,161,1,236,0,0.1679298
90,161,1,237,0,0.33146322
90,161,1,238,0,0.37815663
90,161,1,239,0,0.34684896
92,648,1,928,0,0.5162557
92,648,1,929,0,0.008994027
93,986,1,1428,0,0.4226782
94,597,1,846,0,0.8776577
94,597,1,847,0,0.08740515
94,597,1,848,0,0.4840848
95,905,1,1311,0,0.48122773
95,905,1,1312,0,0.7825715
96,762,1,1103,0,0.96455956
96,762,1,1104,0,0.70709646
97,596,1,841,0,0.27373672
97,596,1,842,0,0.6701133
97,596,1,843,0,0.3475348
97,596,1,844,0,0.76812786
97,596,1,845,0,0.6757714
98,187,1,276,0,0.977532
99,440,1,640,0,0.86670977
100,787,1,1145,0,0.046108015
101,635,1,907,0,0.2903237
101,635,1,908,0,0.8623911
103,371,1,517,0,0.60084784
103,371,1,518,0,0.34425795
103,371,1,519,0,0.055602577
104,960,1,1391,0,0.7628727
105,688,1,993,0,0.0015187877
105,688,1,994,0,0.09284354
106,851,1,1236,0,0.99350417
106,851,1,1237,0,0.7760131
107,370,1,516,0,0.8682709
108,914,1,1321,0,0.47715825
109,85,1,124,0,0.16884863
110,304,1,418,0,0.5339773
113,407,1,575,0,0.42583188
113,407,1,576,0,0.1630296
113,407,1,577,0,0.16587757
114,524,1,740,0,0.25815016
115,114,1,160,0,0.9430916
116,228,1,320,0,0.9868069
117,623,1,892,0,0.7036664
118,690,1,995,0,0.7231574
119,844,1,1230,0,0.7324978
119,844,1,1231,0,0.5173955
120,737,1,1063,0,0.17742631
120,737,1,1064,0,0.8776462
121,989,1,1430,0,0.88039035
121,989,1,1431,0,0.7095345
123,553,1,791,0,0.9334288
123,553,1,792,0,0.9799982
123,553,1,793,0,0.5034758
123,553,1,794,0,0.7575695
124,970,1,1406,0,0.6166185
126,421,1,601,0,0.11488907
126,421,1,602,0,0.31598848
127,536,1,762,0,0.0677339
127,536,1,763,0,0.88687116
127,536,1,764,0,0.022070399
128,575,1,828,0,0.5372867
133,577,1,829,0,0.17761211
133,577,1,830,0,0.1469949
134,119,1,167,0,0.16584449
135,464,1,671,0,0.87695396
138,1,1,1,0,0.49447012
139,344,1,486,0,0.34090048
140,498,1,710,0,0.9992098
140,498,1,711,0,0.5459749
141,738,1,1065,0,0.30333114
141,738,1,1066,0,0.3706517
141,738,1,1067,0,0.6958669
143,198,1,289,0,0.12024657
143,198,1,290,0,0.7582212
143,198,1,291,0,0.8837676
146,241,1,335,0,0.47513115
146,241,1,336,0,0.4373047
147,977,1,1416,0,0.14311478
147,977,1,1417,0,0.42274225
147,977,1,1418,0,0.7644117
148,319,1,447,0,0.4139833
148,319,1,448,0,0.619931
149,460,1,661,0,0.04377948
149,460,1,662,0,0.21972537
151,994,1,1439,0,0.2038287
151,994,1,1440,0,0.9811735
153,490,1,701,0,0.044549882
154,112,1,154,0,0.2153185
154,112,1,155,0,0.031399235
154,112,1,156,0,0.63953525
154,112,1,157,0,0.6531704
155,915,1,1322,0,0.3455215
157,113,1,158,0,0.036354523
157,113,1,159,0,0.43501043
158,45,1,70,0,0.17132863
159,554,1,795,0,0.42672423
161,907,1,1313,0,0.37281024
161,907,1,1314,0,0.22108634
163,563,1,807,0,0.84164095
164,317,1,441,0,0.69261503
164,317,1,442,0,0.4706452
165,266,1,372,0,0.39968532
165,266,1,373,0,0.10903989
166,555,1,796,0,0.60303855
166,555,1,797,0,0.50415194
168,987,1,1429,0,0.9053811
169,383,1,541,0,0.9689099
169,383,1,542,0,0.8095953
170,676,1,972,0,0.86669624
170,676,1,973,0,0.49578974
170,676,1,974,0,0.37378222
171,281,1,395,0,0.4789902
171,281,1,396,0,0.53124255
172,678,1,976,0,0.8176968
172,678,1,977,0,0.15100636
174,435,1,636,0,0.6005589
175,404,1,566,0,0.90598977
175,404,1,567,0,0.22246403
176,492,1,703,0,0.28786325
176,492,1,704,0,0.8422146
176,492,1,705,0,0.65186787
178,886,1,1288,0,0.96546495
179,441,1,641,0,0.64208376
179,441,1,642,0,0.9493329
180,153,1,226,0,0.8268484
181,479,1,687,0,0.674668
182,239,1,332,0,0.18998775
184,330,1,461,0,0.2135332
187,598,1,849,0,0.8630297
187,598,1,850,0,0.33392394
187,598,1,851,0,0.68643576
187,598,1,852,0,0.43537572
187,598,1,853,0,0.45934877
187,598,1,854,0,0.01057504
188,190,1,279,0,0.8223224
190,641,1,917,0,0.31144947
191,36,1,59,0,0.33713344
192,548,1,784,0,0.071601905
192,548,1,785,0,0.62462705
192,548,1,786,0,0.77861214
192,548,1,787,0,0.5110413
193,236,1,329,0,0.4777099
193,236,1,330,0,0.7721071
194,62,1,92,0,0.096723005
194,62,1,93,0,0.54091835
195,893,1,1298,0,0.74888366
195,893,1,1299,0,0.3663077
196,831,1,1219,0,0.87613046
197,4,1,4,0,0.45681518
199,133,1,180,0,0.1158964
199,133,1,181,0,0.9768903
201,670,1,966,0,0.45590073
202,18,1,29,0,0.75278914
202,18,1,30,0,0.0782532
203,505,1,718,0,0.80884045
204,534,1,756,0,0.15200032
204,534,1,757,0,0.12495629
204,534,1,758,0,0.2764363
205,369,1,514,0,0.42470738
205,369,1,515,0,0.48528567
206,32,1,51,0,0.4282925
206,32,1,52,0,0.03453953
207,169,1,248,0,0.59703124
207,169,1,249,0,0.7419593
207,169,1,250,0,0.97875386
208,928,1,1343,0,0.55415994
209,66,1,99,0,0.9318685
210,249,1,345,0,0.9519661
211,33,1,53,0,0.21239536
211,33,1,54,0,0.06637992
211,33,1,55,0,0.1696619
212,756,1,1094,0,0.7444334
212,756,1,1095,0,0.2609691
213,376,1,524,0,0.1122383
213,376,1,525,0,0.94338757
213,376,1,526,0,0.6835894
214,519,1,736,0,0.9581797
214,519,1,737,0,0.32950976
215,427,1,622,0,0.19225828
218,702,1,1009,0,0.13678877
218,702,1,1010,0,0.9433777
218,702,1,1011,0,0.1641652
219,540,1,771,0,0.80235213
220,23,1,38,0,0.2116831
221,331,1,462,0,0.86291933
221,331,1,463,0,0.056674577
221,331,1,464,0,0.38141742
222,300,1,414,0,0.401931
223,480,1,688,0,0.9762421
225,481,1,689,0,0.8977273
225,481,1,690,0,0.38445184
225,481,1,691,0,0.42468283
226,497,1,709,0,0.7151454
227,49,1,72,0,0.64011437
227,49,1,73,0,0.8941525
230,797,1,1164,0,0.68719375
230,797,1,1165,0,0.5153119
231,549,1,788,0,0.90068424
231,549,1,789,0,0.3309923
232,356,1,500,0,0.36744648
232,356,1,501,0,0.35143247
233,143,1,199,0,0.4895119
236,147,1,212,0,0.034729425
238,82,1,120,0,0.45290676
238,82,1,121,0,0.31661758
239,335,1,471,0,0.24318504
239,335,1,472,0,0.24742694
239,335,1,473,0,0.7975441
240,883,1,1281,0,0.38559106
240,883,1,1282,0,0.9807439
240,883,1,1283,0,0.41275185
242,560,1,803,0,0.69770736
242,560,1,804,0,0.3053727
242,560,1,805,0,0.8264959
243,382,1,539,0,0.21306993
243,382,1,540,0,0.27518708
244,769,1,1117,0,0.29251835
245,165,1,242,0,0.12935613
246,429,1,624,0,0.7505955
246,429,1,625,0,0.43151575
246,429,1,626,0,0.12594521
249,151,1,217,0,0.5362137
249,151,1,218,0,0.48832223
250,202,1,294,0,0.50525063
250,202,1,295,0,0.7124996
251,368,1,513,0,0.066531636
252,774,1,1124,0,0.49194202
