Period,PeriodWeight,EventId,Year,Month,Day,Hour,Minute,SummaryId,Quantile,Loss
1,0.001000,1,1,1,1,0,0,1,0.00,2815.81
1,0.001000,1,1,1,1,0,0,1,0.20,50403.30
1,0.001000,1,1,1,1,0,0,1,0.40,119765.52
1,0.001000,1,1,1,1,0,0,1,0.50,158712.31
1,0.001000,1,1,1,1,0,0,1,0.75,295136.38
1,0.001000,1,1,1,1,0,0,1,1.00,440594.56
2,0.001000,2,2,1,1,0,0,1,0.00,198054.72
2,0.001000,2,2,1,1,0,0,1,0.20,435293.50
2,0.001000,2,2,1,1,0,0,1,0.40,565145.88
2,0.001000,2,2,1,1,0,0,1,0.50,595187.12
2,0.001000,2,2,1,1,0,0,1,0.75,852619.75
2,0.001000,2,2,1,1,0,0,1,1.00,1745304.75
2,0.001000,3,2,1,1,0,0,1,0.00,1930000.00
2,0.001000,3,2,1,1,0,0,1,0.20,1930000.00
2,0.001000,3,2,1,1,0,0,1,0.40,1930000.00
2,0.001000,3,2,1,1,0,0,1,0.50,1930000.00
2,0.001000,3,2,1,1,0,0,1,0.75,1930000.00
2,0.001000,3,2,1,1,0,0,1,1.00,1930000.12
5,0.001000,5,5,1,1,0,0,1,0.00,434465.44
5,0.001000,5,5,1,1,0,0,1,0.20,476111.97
5,0.001000,5,5,1,1,0,0,1,0.40,684155.38
5,0.001000,5,5,1,1,0,0,1,0.50,818837.19
5,0.001000,5,5,1,1,0,0,1,0.75,989432.31
5,0.001000,5,5,1,1,0,0,1,1.00,1048275.38
8,0.001000,12,8,1,1,0,0,1,0.00,7090.21
8,0.001000,12,8,1,1,0,0,1,0.20,55007.13
8,0.001000,12,8,1,1,0,0,1,0.40,102076.58
8,0.001000,12,8,1,1,0,0,1,0.50,121756.53
8,0.001000,12,8,1,1,0,0,1,0.75,225021.31
8,0.001000,12,8,1,1,0,0,1,1.00,401161.34
9,0.001000,17,9,1,1,0,0,1,0.00,0.00
9,0.001000,17,9,1,1,0,0,1,0.20,16954.88
9,0.001000,17,9,1,1,0,0,1,0.40,98000.60
9,0.001000,17,9,1,1,0,0,1,0.50,124336.58
9,0.001000,17,9,1,1,0,0,1,0.75,170204.97
9,0.001000,17,9,1,1,0,0,1,1.00,833163.00
16,0.001000,27,16,1,1,0,0,1,0.00,747512.06
16,0.001000,27,16,1,1,0,0,1,0.20,936176.62
16,0.001000,27,16,1,1,0,0,1,0.40,1086768.25
16,0.001000,27,16,1,1,0,0,1,0.50,1271345.00
16,0.001000,27,16,1,1,0,0,1,0.75,1643016.00
16,0.001000,27,16,1,1,0,0,1,1.00,1919459.00
19,0.001000,32,19,1,1,0,0,1,0.00,0.00
19,0.001000,32,19,1,1,0,0,1,0.20,50268.23
19,0.001000,32,19,1,1,0,0,1,0.40,139442.47
19,0.001000,32,19,1,1,0,0,1,0.50,188653.41
19,0.001000,32,19,1,1,0,0,1,0.75,439784.22
19,0.001000,32,19,1,1,0,0,1,1.00,602708.75
19,0.001000,33,19,1,1,0,0,1,0.00,0.00
19,0.001000,33,19,1,1,0,0,1,0.20,29002.10
19,0.001000,33,19,1,1,0,0,1,0.40,53146.48
19,0.001000,33,19,1,1,0,0,1,0.50,96997.34
19,0.001000,33,19,1,1,0,0,1,0.75,280894.12
19,0.001000,33,19,1,1,0,0,1,1.00,547096.62
20,0.001000,34,20,1,1,0,0,1,0.00,0.00
20,0.001000,34,20,1,1,0,0,1,0.20,8732.01
20,0.001000,34,20,1,1,0,0,1,0.40,44695.87
20,0.001000,34,20,1,1,0,0,1,0.50,78411.88
20,0.001000,34,20,1,1,0,0,1,0.75,298967.19
20,0.001000,34,20,1,1,0,0,1,1.00,555563.62
22,0.001000,36,22,1,1,0,0,1,0.00,0.00
22,0.001000,36,22,1,1,0,0,1,0.20,5086.64
22,0.001000,36,22,1,1,0,0,1,0.40,97446.30
22,0.001000,36,22,1,1,0,0,1,0.50,116061.47
22,0.001000,36,22,1,1,0,0,1,0.75,270172.69
22,0.001000,36,22,1,1,0,0,1,1.00,440226.28
