SummaryId,EPCalc,EPType,ReturnPeriod,Loss
1,1,1,1000.000000,1930000.000000
1,1,1,500.000000,1930000.000000
1,1,1,333.333333,1930000.000000
1,1,1,250.000000,1930000.000000
1,1,1,200.000000,1930000.000000
1,1,1,166.666667,1930000.000000
1,1,1,142.857143,1930000.000000
1,1,1,125.000000,1930000.000000
1,1,1,111.111111,1930000.000000
1,1,1,100.000000,1930000.000000
1,1,1,90.909091,1930000.000000
1,1,1,83.333333,1930000.000000
1,1,1,76.923077,1930000.000000
1,1,1,71.428571,1745878.000000
1,1,1,66.666667,1745878.000000
1,1,1,62.500000,1745878.000000
1,1,1,58.823529,1516980.000000
1,1,1,55.555556,1516980.000000
1,1,1,52.631579,1516980.000000
1,1,1,50.000000,1331700.000000
1,1,1,47.619048,1323980.000000
1,1,1,45.454545,1323980.000000
1,1,1,43.478261,1323980.000000
1,1,1,41.666667,1138700.000000
1,1,1,40.000000,1138700.000000
1,1,1,38.461538,1138700.000000
1,1,1,37.037037,1138700.000000
1,1,1,35.714286,1138700.000000
1,1,1,34.482759,945700.000000
1,1,1,33.333333,945700.000000
1,1,1,32.258065,945700.000000
1,1,1,31.250000,945700.000000
1,1,1,30.303030,945700.000000
1,1,1,29.411765,945700.000000
1,1,1,28.571429,945700.000000
1,1,1,27.777778,945700.000000
1,1,1,27.027027,755788.000000
1,1,1,26.315789,755788.000000
1,1,1,25.641026,755788.000000
1,1,1,25.000000,755788.000000
1,1,1,24.390244,755788.000000
1,1,1,23.809524,755788.000000
1,1,1,23.255814,755788.000000
1,1,1,22.727273,755788.000000
1,1,1,22.222222,755788.000000
1,1,1,21.739130,755788.000000
1,1,1,21.276596,755788.000000
1,1,1,20.833333,755788.000000
1,1,1,20.408163,755788.000000
1,1,1,20.000000,565875.937500
1,1,1,19.607843,565875.937500
1,1,1,19.230769,565875.937500
1,1,1,18.867925,565875.937500
1,1,1,18.518519,565875.937500
1,1,1,18.181818,565875.937500
1,1,1,17.857143,382140.000000
1,1,1,17.543860,382140.000000
1,1,1,17.241379,382140.000000
1,1,1,16.949153,382140.000000
1,1,1,16.666667,382140.000000
1,1,1,16.393443,382140.000000
1,1,1,16.129032,382140.000000
1,1,1,15.873016,382140.000000
1,1,1,15.625000,382140.000000
1,1,1,15.384615,382140.000000
1,1,1,15.151515,382140.000000
1,1,1,14.925373,382140.000000
1,1,1,14.705882,382140.000000
1,1,1,14.492754,382140.000000
1,1,1,14.285714,382140.000000
1,1,1,14.084507,382140.000000
1,1,1,13.888889,382140.000000
1,1,1,13.698630,382140.000000
1,1,1,13.513514,198404.000000
1,1,1,13.333333,198404.000000
1,1,1,13.157895,198404.000000
1,1,1,12.987013,198404.000000
1,1,1,12.820513,198404.000000
1,1,1,12.658228,198404.000000
1,1,1,12.500000,198404.000000
1,1,1,12.345679,198404.000000
1,1,1,12.195122,198404.000000
1,1,1,12.048193,198404.000000
1,1,1,11.904762,198404.000000
1,1,1,11.764706,198404.000000
1,1,1,11.627907,198404.000000
1,1,1,11.494253,198404.000000
1,1,1,11.363636,198404.000000
1,1,1,11.235955,198404.000000
1,1,1,11.111111,198404.000000
1,1,1,10.989011,198404.000000
1,1,1,10.869565,198404.000000
1,1,1,10.752688,198404.000000
1,1,1,10.638298,198404.000000
1,1,1,10.526316,198404.000000
1,1,1,10.416667,198404.000000
1,1,1,10.309278,198404.000000
1,1,1,10.204082,198404.000000
1,1,1,10.101010,198404.000000
1,1,1,10.000000,198404.000000
1,1,1,9.900990,198404.000000
1,1,1,9.803922,198404.000000
1,1,1,9.708738,198404.000000
1,1,1,9.615385,198404.000000
1,1,1,9.523810,198404.000000
1,1,1,9.433962,198404.000000
1,1,1,9.345794,198404.000000
1,1,1,9.259259,198404.000000
1,1,1,9.174312,198404.000000
1,1,1,9.090909,198404.000000
1,1,1,9.009009,198404.000000
1,1,1,8.928571,198404.000000
1,1,1,8.849558,198404.000000
1,1,1,8.771930,198404.000000
1,1,1,8.695652,198404.000000
1,1,1,8.620690,198404.000000
1,1,1,8.547009,198404.000000
1,1,1,8.474576,198404.000000
1,1,1,8.403361,198404.000000
1,1,1,8.333333,198404.000000
1,1,1,8.264463,198404.000000
1,1,1,8.196721,198404.000000
1,1,1,8.130081,198404.000000
1,1,1,8.064516,198404.000000
1,1,1,8.000000,198404.000000
1,1,1,7.936508,198404.000000
1,1,1,7.874016,198404.000000
1,1,1,7.812500,198404.000000
1,1,1,7.751938,198404.000000
1,1,1,7.692308,198404.000000
1,1,1,7.633588,198404.000000
1,1,1,7.575758,198404.000000
1,1,1,7.518797,198404.000000
1,1,1,7.462687,198404.000000
1,1,1,7.407407,198404.000000
1,1,1,7.352941,198404.000000
1,1,1,7.299270,198404.000000
1,1,1,7.246377,198404.000000
1,1,1,7.194245,198404.000000
1,1,1,7.142857,198404.000000
1,1,1,7.092199,198404.000000
1,1,1,7.042254,198404.000000
1,1,1,6.993007,198404.000000
1,1,1,6.944444,198404.000000
1,1,1,6.896552,198404.000000
1,1,1,6.849315,198404.000000
1,1,1,6.802721,198404.000000
1,1,1,6.756757,198404.000000
1,1,1,6.711409,198404.000000
1,1,1,6.666667,198404.000000
1,1,1,6.622517,198404.000000
1,1,1,6.578947,198404.000000
1,1,1,6.535948,198404.000000
1,1,1,6.493506,198404.000000
1,1,1,6.451613,198404.000000
1,1,1,6.410256,198404.000000
1,1,1,6.369427,198404.000000
1,1,1,6.329114,198404.000000
1,1,1,6.289308,198404.000000
1,1,1,6.250000,198404.000000
1,1,1,6.211180,198404.000000
1,1,1,6.172840,198404.000000
1,1,1,6.134969,198404.000000
1,1,1,6.097561,198404.000000
1,1,1,6.060606,198404.000000
1,1,1,6.024096,198404.000000
1,1,1,5.988024,198404.000000
1,1,1,5.952381,198404.000000
1,1,1,5.917160,198404.000000
1,1,1,5.882353,198404.000000
1,1,1,5.847953,198404.000000
1,1,1,5.813953,198404.000000
1,1,1,5.780347,198404.000000
1,1,1,5.747126,198404.000000
1,1,1,5.714286,198404.000000
1,1,1,5.681818,198404.000000
1,1,1,5.649718,198404.000000
1,1,1,5.617978,198404.000000
1,1,1,5.586592,198404.000000
1,1,1,5.555556,198404.000000
1,1,1,5.524862,198404.000000
1,1,1,5.494505,198404.000000
1,1,1,5.464481,198404.000000
1,1,1,5.434783,198404.000000
1,1,1,5.405405,198404.000000
1,1,1,5.376344,198404.000000
1,1,1,5.347594,198404.000000
1,1,1,5.319149,198404.000000
1,1,1,5.291005,198404.000000
1,1,1,5.263158,198404.000000
1,1,1,5.235602,198404.000000
1,1,1,5.208333,198404.000000
1,1,1,5.181347,198404.000000
1,1,1,5.154639,198404.000000
1,1,1,5.128205,198404.000000
1,1,1,5.102041,198404.000000
1,1,1,5.076142,198404.000000
1,1,1,5.050505,198404.000000
1,1,1,5.025126,198404.000000
1,1,1,5.000000,198404.000000
1,1,1,4.975124,198404.000000
1,1,1,4.950495,198404.000000
1,1,1,4.926108,198404.000000
1,1,1,4.901961,198404.000000
1,1,1,4.878049,198404.000000
1,1,1,4.854369,198404.000000
1,1,1,4.830918,198404.000000
1,1,1,4.807692,198404.000000
1,1,1,4.784689,198404.000000
1,1,1,4.761905,198404.000000
1,1,1,4.739336,198404.000000
1,1,1,4.716981,198404.000000
1,1,1,4.694836,198404.000000
1,1,1,4.672897,198404.000000
1,1,1,4.651163,198404.000000
1,1,1,4.629630,198404.000000
1,1,1,4.608295,198404.000000
1,1,1,4.587156,198404.000000
1,1,1,4.566210,198404.000000
1,1,1,4.545455,198404.000000
1,1,1,4.524887,198404.000000
1,1,1,4.504505,198404.000000
1,1,1,4.484305,198404.000000
1,1,1,4.464286,198404.000000
1,1,1,4.444444,198404.000000
1,1,1,4.424779,198404.000000
1,1,1,4.405286,198404.000000
1,1,1,4.385965,198404.000000
1,1,1,4.366812,198404.000000
1,1,1,4.347826,198404.000000
1,1,1,4.329004,198404.000000
1,1,1,4.310345,198404.000000
1,1,1,4.291845,198404.000000
1,1,1,4.273504,198404.000000
1,1,1,4.255319,198404.000000
1,1,1,4.237288,198404.000000
1,1,1,4.219409,198404.000000
1,1,1,4.201681,198404.000000
1,1,1,4.184100,198404.000000
1,1,1,4.166667,198404.000000
1,1,1,4.149378,198404.000000
1,1,1,4.132231,198404.000000
1,1,1,4.115226,198404.000000
1,1,1,4.098361,198404.000000
1,1,1,4.081633,198404.000000
1,1,1,4.065041,198404.000000
1,1,1,4.048583,198404.000000
1,1,1,4.032258,198404.000000
1,1,1,4.016064,198404.000000
1,1,1,4.000000,198404.000000
1,1,1,3.984064,198404.000000
1,1,1,3.968254,198404.000000
1,1,1,3.952569,198404.000000
1,1,1,3.937008,198404.000000
1,1,1,3.921569,198404.000000
1,1,1,3.906250,198404.000000
1,1,1,3.891051,198404.000000
1,1,1,3.875969,198404.000000
1,1,1,3.861004,198404.000000
1,1,1,3.846154,198404.000000
1,1,1,3.831418,198404.000000
1,1,1,3.816794,198404.000000
1,1,1,3.802281,198404.000000
1,1,1,3.787879,198404.000000
1,1,1,3.773585,198404.000000
1,1,1,3.759398,198404.000000
1,1,1,3.745318,198404.000000
1,1,1,3.731343,198404.000000
1,1,1,3.717472,198404.000000
1,1,1,3.703704,198404.000000
1,1,1,3.690037,198404.000000
1,1,1,3.676471,198404.000000
1,1,1,3.663004,198404.000000
1,1,1,3.649635,198404.000000
1,1,1,3.636364,198404.000000
1,1,1,3.623188,198404.000000
1,1,1,3.610108,198404.000000
1,1,1,3.597122,198404.000000
1,1,1,3.584229,198404.000000
1,1,1,3.571429,198404.000000
1,1,1,3.558719,198404.000000
1,1,1,3.546099,198404.000000
1,1,1,3.533569,198404.000000
1,1,1,3.521127,198404.000000
1,1,1,3.508772,198404.000000
1,1,1,3.496503,198404.000000
1,1,1,3.484321,198404.000000
1,1,1,3.472222,198404.000000
1,1,1,3.460208,198404.000000
1,1,1,3.448276,198404.000000
1,1,1,3.436426,198404.000000
1,1,1,3.424658,198404.000000
1,1,1,3.412969,198404.000000
1,1,1,3.401361,198404.000000
1,1,1,3.389831,198404.000000
1,1,1,3.378378,198404.000000
1,1,1,3.367003,198404.000000
1,1,1,3.355705,198404.000000
1,1,1,3.344482,99202.000000
1,1,1,3.333333,99202.000000
1,1,1,3.322259,99202.000000
1,1,1,3.311258,99202.000000
1,1,1,3.300330,99202.000000
1,1,1,3.289474,99202.000000
1,1,1,3.278689,99202.000000
1,1,1,3.267974,99202.000000
1,1,1,3.257329,99202.000000
1,1,1,3.246753,99202.000000
1,1,1,3.236246,99202.000000
1,1,1,3.225806,99202.000000
1,1,1,3.215434,99202.000000
1,1,1,3.205128,99202.000000
1,1,1,3.194888,99202.000000
1,1,1,3.184713,99202.000000
1,1,1,3.174603,99202.000000
1,1,1,3.164557,99202.000000
1,1,2,1000.000000,1930000.000000
1,1,2,500.000000,1930000.000000
1,1,2,333.333333,1930000.000000
1,1,2,250.000000,1930000.000000
1,1,2,200.000000,1930000.000000
1,1,2,166.666667,1930000.000000
1,1,2,142.857143,1930000.000000
1,1,2,125.000000,1930000.000000
1,1,2,111.111111,1930000.000000
1,1,2,100.000000,1930000.000000
1,1,2,90.909091,1930000.000000
1,1,2,83.333333,1930000.000000
1,1,2,76.923077,1930000.000000
1,1,2,71.428571,1916848.375000
1,1,2,66.666667,1905450.375000
1,1,2,62.500000,1895477.125000
1,1,2,58.823529,1873212.625000
1,1,2,55.555556,1853421.875000
1,1,2,52.631579,1835714.375000
1,1,2,50.000000,1810513.625000
1,1,2,47.619048,1787345.375000
1,1,2,45.454545,1766283.250000
1,1,2,43.478261,1747052.625000
1,1,2,41.666667,1721704.625000
1,1,2,40.000000,1698384.500000
1,1,2,38.461538,1676858.125000
1,1,2,37.037037,1656926.375000
1,1,2,35.714286,1638418.250000
1,1,2,34.482759,1614531.375000
1,1,2,33.333333,1592237.000000
1,1,2,32.258065,1571381.000000
1,1,2,31.250000,1551828.500000
1,1,2,30.303030,1533461.000000
1,1,2,29.411765,1516173.875000
1,1,2,28.571429,1499874.625000
1,1,2,27.777778,1484480.875000
1,1,2,27.027027,1464786.500000
1,1,2,26.315789,1446128.625000
1,1,2,25.641026,1428427.625000
1,1,2,25.000000,1411611.625000
1,1,2,24.390244,1395615.875000
1,1,2,23.809524,1380381.875000
1,1,2,23.255814,1365856.375000
1,1,2,22.727273,1351991.125000
1,1,2,22.222222,1338742.125000
1,1,2,21.739130,1326069.250000
1,1,2,21.276596,1313935.625000
1,1,2,20.833333,1302307.500000
1,1,2,20.408163,1291154.000000
1,1,2,20.000000,1276648.500000
1,1,2,19.607843,1262711.750000
1,1,2,19.230769,1249311.000000
1,1,2,18.867925,1236416.000000
1,1,2,18.518519,1223998.625000
1,1,2,18.181818,1212032.750000
1,1,2,17.857143,1197213.250000
1,1,2,17.543860,1182913.750000
1,1,2,17.241379,1169107.250000
1,1,2,16.949153,1155768.875000
1,1,2,16.666667,1142875.000000
1,1,2,16.393443,1130403.875000
1,1,2,16.129032,1118335.125000
1,1,2,15.873016,1106649.500000
1,1,2,15.625000,1095329.000000
1,1,2,15.384615,1084356.875000
1,1,2,15.151515,1073717.250000
1,1,2,14.925373,1063395.250000
1,1,2,14.705882,1053376.750000
1,1,2,14.492754,1043648.687500
1,1,2,14.285714,1034198.562500
1,1,2,14.084507,1025014.625000
1,1,2,13.888889,1016085.812500
1,1,2,13.698630,1007401.625000
1,1,2,13.513514,996469.250000
1,1,2,13.333333,985828.375000
1,1,2,13.157895,975467.500000
1,1,2,12.987013,965375.750000
1,1,2,12.820513,955542.750000
1,1,2,12.658228,945958.687500
1,1,2,12.500000,936614.250000
1,1,2,12.345679,927500.562500
1,1,2,12.195122,918609.125000
1,1,2,12.048193,909931.937500
1,1,2,11.904762,901461.375000
1,1,2,11.764706,893190.125000
1,1,2,11.627907,885111.187500
1,1,2,11.494253,877218.000000
1,1,2,11.363636,869504.187500
1,1,2,11.235955,861963.750000
1,1,2,11.111111,854590.875000
1,1,2,10.989011,847380.000000
1,1,2,10.869565,840325.937500
1,1,2,10.752688,833423.562500
1,1,2,10.638298,826668.062500
1,1,2,10.526316,820054.750000
1,1,2,10.416667,813579.250000
1,1,2,10.309278,807237.250000
1,1,2,10.204082,801024.687500
1,1,2,10.101010,794937.625000
1,1,2,10.000000,788972.312500
1,1,2,9.900990,783125.125000
1,1,2,9.803922,777392.562500
1,1,2,9.708738,771771.312500
1,1,2,9.615385,766258.187500
1,1,2,9.523810,760850.062500
1,1,2,9.433962,755543.937500
1,1,2,9.345794,750337.000000
1,1,2,9.259259,745226.500000
1,1,2,9.174312,740209.750000
1,1,2,9.090909,735284.250000
1,1,2,9.009009,730447.500000
1,1,2,8.928571,725697.125000
1,1,2,8.849558,721030.812500
1,1,2,8.771930,716446.375000
1,1,2,8.695652,711941.687500
1,1,2,8.620690,707514.625000
1,1,2,8.547009,703163.250000
1,1,2,8.474576,698885.625000
1,1,2,8.403361,694679.875000
1,1,2,8.333333,690544.250000
1,1,2,8.264463,686477.000000
1,1,2,8.196721,682476.375000
1,1,2,8.130081,678540.812500
1,1,2,8.064516,674668.750000
1,1,2,8.000000,670858.625000
1,1,2,7.936508,667109.000000
1,1,2,7.874016,663418.437500
1,1,2,7.812500,659785.500000
1,1,2,7.751938,656208.875000
1,1,2,7.692308,652687.312500
1,1,2,7.633588,649219.500000
1,1,2,7.575758,645804.250000
1,1,2,7.518797,642440.312500
1,1,2,7.462687,639126.625000
1,1,2,7.407407,635862.000000
1,1,2,7.352941,632645.375000
1,1,2,7.299270,629475.750000
1,1,2,7.246377,626352.062500
1,1,2,7.194245,623273.312500
1,1,2,7.142857,620238.562500
1,1,2,7.092199,617246.812500
1,1,2,7.042254,614297.187500
1,1,2,6.993007,611388.812500
1,1,2,6.944444,608520.875000
1,1,2,6.896552,605692.500000
1,1,2,6.849315,602902.875000
1,1,2,6.802721,600151.187500
1,1,2,6.756757,597436.687500
1,1,2,6.711409,594758.625000
1,1,2,6.666667,592116.250000
1,1,2,6.622517,589508.875000
1,1,2,6.578947,586935.812500
1,1,2,6.535948,584396.375000
1,1,2,6.493506,581889.937500
1,1,2,6.451613,579415.812500
1,1,2,6.410256,576973.437500
1,1,2,6.369427,574562.187500
1,1,2,6.329114,572181.437500
1,1,2,6.289308,569830.625000
1,1,2,6.250000,567509.187500
1,1,2,6.211180,565216.625000
1,1,2,6.172840,562952.375000
1,1,2,6.134969,560715.875000
1,1,2,6.097561,558506.625000
1,1,2,6.060606,556324.187500
1,1,2,6.024096,554168.062500
1,1,2,5.988024,552037.750000
1,1,2,5.952381,549932.812500
1,1,2,5.917160,547852.750000
1,1,2,5.882353,545797.187500
1,1,2,5.847953,543765.625000
1,1,2,5.813953,541757.687500
1,1,2,5.780347,539773.000000
1,1,2,5.747126,537811.125000
1,1,2,5.714286,535871.625000
1,1,2,5.681818,533954.187500
1,1,2,5.649718,532058.437500
1,1,2,5.617978,530184.000000
1,1,2,5.586592,528330.500000
1,1,2,5.555556,526497.562500
1,1,2,5.524862,524684.875000
1,1,2,5.494505,522892.125000
1,1,2,5.464481,521118.968750
1,1,2,5.434783,519365.093750
1,1,2,5.405405,517630.156250
1,1,2,5.376344,515913.875000
1,1,2,5.347594,514215.968750
1,1,2,5.319149,512536.125000
1,1,2,5.291005,510874.062500
1,1,2,5.263158,509229.468750
1,1,2,5.235602,507602.125000
1,1,2,5.208333,505991.718750
1,1,2,5.181347,504398.000000
1,1,2,5.154639,502820.718750
1,1,2,5.128205,501259.593750
1,1,2,5.102041,499714.406250
1,1,2,5.076142,498184.906250
1,1,2,5.050505,496670.875000
1,1,2,5.025126,495172.031250
1,1,2,5.000000,493688.187500
1,1,2,4.975124,492219.125000
1,1,2,4.950495,490764.593750
1,1,2,4.926108,489324.406250
1,1,2,4.901961,487898.312500
1,1,2,4.878049,486486.156250
1,1,2,4.854369,485087.687500
1,1,2,4.830918,483702.750000
1,1,2,4.807692,482331.125000
1,1,2,4.784689,480972.625000
1,1,2,4.761905,479627.062500
1,1,2,4.739336,478294.250000
1,1,2,4.716981,476974.000000
1,1,2,4.694836,475666.156250
1,1,2,4.672897,474370.531250
1,1,2,4.651163,473086.968750
1,1,2,4.629630,471815.281250
1,1,2,4.608295,470555.312500
1,1,2,4.587156,469306.906250
1,1,2,4.566210,468069.906250
1,1,2,4.545455,466844.156250
1,1,2,4.524887,465629.500000
1,1,2,4.504505,464425.781250
1,1,2,4.484305,463232.843750
1,1,2,4.464286,462050.562500
1,1,2,4.444444,460878.812500
1,1,2,4.424779,459717.406250
1,1,2,4.405286,458566.250000
1,1,2,4.385965,457425.187500
1,1,2,4.366812,456294.093750
1,1,2,4.347826,455172.843750
1,1,2,4.329004,454061.281250
1,1,2,4.310345,452959.312500
1,1,2,4.291845,451866.812500
1,1,2,4.273504,450783.625000
1,1,2,4.255319,449709.656250
1,1,2,4.237288,448644.812500
1,1,2,4.219409,447588.937500
1,1,2,4.201681,446541.937500
1,1,2,4.184100,445503.718750
1,1,2,4.166667,444474.125000
1,1,2,4.149378,443453.093750
1,1,2,4.132231,442440.500000
1,1,2,4.115226,441436.250000
1,1,2,4.098361,440440.218750
1,1,2,4.081633,439452.312500
1,1,2,4.065041,438472.437500
1,1,2,4.048583,437500.500000
1,1,2,4.032258,436536.406250
1,1,2,4.016064,435580.062500
1,1,2,4.000000,434631.343750
1,1,2,3.984064,433690.187500
1,1,2,3.968254,432756.500000
1,1,2,3.952569,431830.218750
1,1,2,3.937008,430911.218750
1,1,2,3.921569,429999.437500
1,1,2,3.906250,429094.781250
1,1,2,3.891051,428197.156250
1,1,2,3.875969,427306.500000
1,1,2,3.861004,426422.718750
1,1,2,3.846154,425545.718750
1,1,2,3.831418,424675.437500
1,1,2,3.816794,423811.812500
1,1,2,3.802281,422954.750000
1,1,2,3.787879,422104.187500
1,1,2,3.773585,421260.031250
1,1,2,3.759398,420422.218750
1,1,2,3.745318,419590.687500
1,1,2,3.731343,418765.375000
1,1,2,3.717472,417946.187500
1,1,2,3.703704,417133.062500
1,1,2,3.690037,416325.937500
1,1,2,3.676471,415524.750000
1,1,2,3.663004,414729.437500
1,1,2,3.649635,413939.937500
1,1,2,3.636364,413156.156250
1,1,2,3.623188,412378.062500
1,1,2,3.610108,411605.593750
1,1,2,3.597122,410838.687500
1,1,2,3.584229,410077.281250
1,1,2,3.571429,409321.312500
1,1,2,3.558719,408570.718750
1,1,2,3.546099,407825.437500
1,1,2,3.533569,407085.437500
1,1,2,3.521127,406350.656250
1,1,2,3.508772,405621.031250
1,1,2,3.496503,404896.500000
1,1,2,3.484321,404177.000000
1,1,2,3.472222,403462.500000
1,1,2,3.460208,402752.968750
1,1,2,3.448276,402048.312500
1,1,2,3.436426,401348.500000
1,1,2,3.424658,400653.500000
1,1,2,3.412969,399963.218750
1,1,2,3.401361,399277.656250
1,1,2,3.389831,398596.718750
1,1,2,3.378378,397920.406250
1,1,2,3.367003,397248.625000
1,1,2,3.355705,396581.375000
1,1,2,3.344482,395586.781250
1,1,2,3.333333,394598.843750
1,1,2,3.322259,393617.468750
1,1,2,3.311258,392642.593750
1,1,2,3.300330,391674.156250
1,1,2,3.289474,390712.062500
1,1,2,3.278689,389756.281250
1,1,2,3.267974,388806.750000
1,1,2,3.257329,387863.406250
1,1,2,3.246753,386926.187500
1,1,2,3.236246,385995.031250
1,1,2,3.225806,385069.906250
1,1,2,3.215434,384150.718750
1,1,2,3.205128,383237.406250
1,1,2,3.194888,382329.937500
1,1,2,3.184713,381428.250000
1,1,2,3.174603,380532.281250
1,1,2,3.164557,379642.000000
1,1,3,1000.000000,3675878.000000
1,1,3,500.000000,2685788.000000
1,1,3,333.333333,2142686.000000
1,1,3,250.000000,2128404.000000
1,1,3,200.000000,2128404.000000
1,1,3,166.666667,1930000.000000
1,1,3,142.857143,1930000.000000
1,1,3,125.000000,1930000.000000
1,1,3,111.111111,1930000.000000
1,1,3,100.000000,1930000.000000
1,1,3,90.909091,1930000.000000
1,1,3,83.333333,1930000.000000
1,1,3,76.923077,1930000.000000
1,1,3,71.428571,1930000.000000
1,1,3,66.666667,1745878.000000
1,1,3,62.500000,1745878.000000
1,1,3,58.823529,1516980.000000
1,1,3,55.555556,1516980.000000
1,1,3,52.631579,1516980.000000
1,1,3,50.000000,1337104.000000
1,1,3,47.619048,1331700.000000
1,1,3,45.454545,1323980.000000
1,1,3,43.478261,1323980.000000
1,1,3,41.666667,1323980.000000
1,1,3,40.000000,1152596.000000
1,1,3,38.461538,1144104.000000
1,1,3,37.037037,1138700.000000
1,1,3,35.714286,1138700.000000
1,1,3,34.482759,1138700.000000
1,1,3,33.333333,1138700.000000
1,1,3,32.258065,1137928.000000
1,1,3,31.250000,954192.000000
1,1,3,30.303030,954192.000000
1,1,3,29.411765,945700.000000
1,1,3,28.571429,945700.000000
1,1,3,27.777778,945700.000000
1,1,3,27.027027,945700.000000
1,1,3,26.315789,945700.000000
1,1,3,25.641026,945700.000000
1,1,3,25.000000,945700.000000
1,1,3,24.390244,764279.937500
1,1,3,23.809524,764279.937500
1,1,3,23.255814,755788.000000
1,1,3,22.727273,755788.000000
1,1,3,22.222222,755788.000000
1,1,3,21.739130,755788.000000
1,1,3,21.276596,755788.000000
1,1,3,20.833333,755788.000000
1,1,3,20.408163,755788.000000
1,1,3,20.000000,755788.000000
1,1,3,19.607843,755788.000000
1,1,3,19.230769,595212.000000
1,1,3,18.867925,595212.000000
1,1,3,18.518519,580544.000000
1,1,3,18.181818,580544.000000
1,1,3,17.857143,580544.000000
1,1,3,17.543860,565875.937500
1,1,3,17.241379,565875.937500
1,1,3,16.949153,565875.937500
1,1,3,16.666667,565875.937500
1,1,3,16.393443,496010.000000
1,1,3,16.129032,396808.000000
1,1,3,15.873016,396808.000000
1,1,3,15.625000,396808.000000
1,1,3,15.384615,396808.000000
1,1,3,15.151515,396808.000000
1,1,3,14.925373,396808.000000
1,1,3,14.705882,396808.000000
1,1,3,14.492754,396808.000000
1,1,3,14.285714,396808.000000
1,1,3,14.084507,396808.000000
1,1,3,13.888889,396808.000000
1,1,3,13.698630,396808.000000
1,1,3,13.513514,396808.000000
1,1,3,13.333333,396808.000000
1,1,3,13.157895,396808.000000
1,1,3,12.987013,396808.000000
1,1,3,12.820513,396808.000000
1,1,3,12.658228,396808.000000
1,1,3,12.500000,396808.000000
1,1,3,12.345679,396808.000000
1,1,3,12.195122,396808.000000
1,1,3,12.048193,396808.000000
1,1,3,11.904762,396808.000000
1,1,3,11.764706,396808.000000
1,1,3,11.627907,396808.000000
1,1,3,11.494253,396808.000000
1,1,3,11.363636,396808.000000
1,1,3,11.235955,396808.000000
1,1,3,11.111111,396808.000000
1,1,3,10.989011,396808.000000
1,1,3,10.869565,396808.000000
1,1,3,10.752688,396808.000000
1,1,3,10.638298,396808.000000
1,1,3,10.526316,382140.000000
1,1,3,10.416667,382140.000000
1,1,3,10.309278,382140.000000
1,1,3,10.204082,382140.000000
1,1,3,10.101010,382140.000000
1,1,3,10.000000,382140.000000
1,1,3,9.900990,382140.000000
1,1,3,9.803922,382140.000000
1,1,3,9.708738,382140.000000
1,1,3,9.615385,382140.000000
1,1,3,9.523810,382140.000000
1,1,3,9.433962,382140.000000
1,1,3,9.345794,382140.000000
1,1,3,9.259259,382140.000000
1,1,3,9.174312,382140.000000
1,1,3,9.090909,297606.000000
1,1,3,9.009009,297606.000000
1,1,3,8.928571,297606.000000
1,1,3,8.849558,297606.000000
1,1,3,8.771930,198404.000000
1,1,3,8.695652,198404.000000
1,1,3,8.620690,198404.000000
1,1,3,8.547009,198404.000000
1,1,3,8.474576,198404.000000
1,1,3,8.403361,198404.000000
1,1,3,8.333333,198404.000000
1,1,3,8.264463,198404.000000
1,1,3,8.196721,198404.000000
1,1,3,8.130081,198404.000000
1,1,3,8.064516,198404.000000
