EventId,SummaryId,SampleType,EventRate,ChanceOfLoss,MeanLoss,SDLoss,MaxLoss,FootprintExposure,MeanImpactedExposure,MaxImpactedExposure
1,1,1,0.001000,0.000000,22616.000000,0.000000,220000.000000,220000.000000,220000.000000,220000.000000
1,1,2,0.001000,0.600000,11976.428711,18143.382812,220000.000000,220000.000000,132000.000000,220000.000000
1,2,1,0.001000,0.000000,16448.000000,0.000000,160000.000000,160000.000000,160000.000000,160000.000000
1,2,2,0.001000,0.500000,13053.400391,18767.417969,160000.000000,160000.000000,80000.000000,160000.000000
1,3,1,0.001000,0.000000,71960.000000,0.000000,700000.000000,700000.000000,700000.000000,700000.000000
1,3,2,0.001000,0.600000,48528.773438,49206.414062,700000.000000,700000.000000,420000.000000,700000.000000
1,4,1,0.001000,0.000000,43176.000000,0.000000,420000.000000,420000.000000,420000.000000,420000.000000
1,4,2,0.001000,0.500000,49177.199219,71223.851562,420000.000000,420000.000000,210000.000000,420000.000000
1,5,1,0.001000,0.000000,44204.000000,0.000000,430000.000000,430000.000000,430000.000000,430000.000000
1,5,2,0.001000,0.600000,58827.351562,81276.093750,430000.000000,430000.000000,258000.000000,430000.000000
2,1,1,0.001000,0.000000,86152.000000,0.000000,220000.000000,220000.000000,220000.000000,220000.000000
2,1,2,0.001000,0.900000,87044.851562,78939.453125,220000.000000,220000.000000,198000.000000,220000.000000
2,2,1,0.001000,0.000000,62656.000000,0.000000,160000.000000,160000.000000,160000.000000,160000.000000
2,2,2,0.001000,1.000000,65702.773438,47901.847656,160000.000000,160000.000000,160000.000000,160000.000000
2,3,1,0.001000,0.000000,274120.000000,0.000000,700000.000000,700000.000000,700000.000000,700000.000000
2,3,2,0.001000,1.000000,255772.468750,159240.109375,700000.000000,700000.000000,700000.000000,700000.000000
2,4,1,0.001000,0.000000,164472.000000,0.000000,420000.000000,420000.000000,420000.000000,420000.000000
2,4,2,0.001000,1.000000,152300.968750,109849.328125,420000.000000,420000.000000,420000.000000,420000.000000
2,5,1,0.001000,0.000000,168388.000000,0.000000,430000.000000,430000.000000,430000.000000,430000.000000
2,5,2,0.001000,1.000000,175070.843750,136001.828125,430000.000000,430000.000000,430000.000000,430000.000000
3,1,1,0.001000,0.000000,220000.000000,0.000000,220000.000000,220000.000000,220000.000000,220000.000000
3,1,2,0.001000,1.000000,220000.000000,0.000000,220000.000000,220000.000000,220000.000000,220000.000000
3,2,1,0.001000,0.000000,160000.000000,0.000000,160000.000000,160000.000000,160000.000000,160000.000000
3,2,2,0.001000,1.000000,160000.000000,0.000000,160000.000000,160000.000000,160000.000000,160000.000000
3,3,1,0.001000,0.000000,700000.000000,0.000000,700000.000000,700000.000000,700000.000000,700000.000000
3,3,2,0.001000,1.000000,700000.000000,0.000000,700000.000000,700000.000000,700000.000000,700000.000000
3,4,1,0.001000,0.000000,420000.000000,0.000000,420000.000000,420000.000000,420000.000000,420000.000000
3,4,2,0.001000,1.000000,420000.000000,0.000000,420000.000000,420000.000000,420000.000000,420000.000000
3,5,1,0.001000,0.000000,430000.000000,0.000000,430000.000000,430000.000000,430000.000000,430000.000000
3,5,2,0.001000,1.000000,430000.000000,0.000000,430000.000000,430000.000000,430000.000000,430000.000000
5,1,1,0.001000,0.000000,86152.000000,0.000000,220000.000000,220000.000000,220000.000000,220000.000000
5,1,2,0.001000,1.000000,82875.937500,50436.519531,220000.000000,220000.000000,220000.000000,220000.000000
5,2,1,0.001000,0.000000,62656.000000,0.000000,160000.000000,160000.000000,160000.000000,160000.000000
5,2,2,0.001000,1.000000,65425.761719,32213.445312,160000.000000,160000.000000,160000.000000,160000.000000
5,3,1,0.001000,0.000000,274120.000000,0.000000,700000.000000,700000.000000,700000.000000,700000.000000
5,3,2,0.001000,1.000000,278239.812500,153177.406250,700000.000000,700000.000000,700000.000000,700000.000000
5,4,1,0.001000,0.000000,164472.000000,0.000000,420000.000000,420000.000000,420000.000000,420000.000000
5,4,2,0.001000,1.000000,166420.093750,89457.890625,420000.000000,420000.000000,420000.000000,420000.000000
5,5,1,0.001000,0.000000,168388.000000,0.000000,430000.000000,430000.000000,430000.000000,430000.000000
5,5,2,0.001000,1.000000,171977.093750,68252.234375,430000.000000,430000.000000,430000.000000,430000.000000
12,1,1,0.001000,0.000000,22616.000000,0.000000,220000.000000,220000.000000,220000.000000,220000.000000
12,1,2,0.001000,0.500000,16472.097656,24936.152344,220000.000000,220000.000000,110000.000000,220000.000000
12,2,1,0.001000,0.000000,16448.000000,0.000000,160000.000000,160000.000000,160000.000000,160000.000000
12,2,2,0.001000,0.700000,20255.519531,23851.197266,160000.000000,160000.000000,112000.000000,160000.000000
12,3,1,0.001000,0.000000,71960.000000,0.000000,700000.000000,700000.000000,700000.000000,700000.000000
12,3,2,0.001000,0.500000,35537.773438,43981.328125,700000.000000,700000.000000,350000.000000,700000.000000
12,4,1,0.001000,0.000000,43176.000000,0.000000,420000.000000,420000.000000,420000.000000,420000.000000
12,4,2,0.001000,0.700000,39421.117188,38417.375000,420000.000000,420000.000000,294000.000000,420000.000000
12,5,1,0.001000,0.000000,44204.000000,0.000000,430000.000000,430000.000000,430000.000000,430000.000000
12,5,2,0.001000,0.700000,38067.132812,44620.378906,430000.000000,430000.000000,301000.000000,430000.000000
17,1,1,0.001000,0.000000,22616.000000,0.000000,220000.000000,220000.000000,220000.000000,220000.000000
17,1,2,0.001000,0.800000,12130.215820,12386.019531,220000.000000,220000.000000,176000.000000,220000.000000
17,2,1,0.001000,0.000000,16448.000000,0.000000,160000.000000,160000.000000,160000.000000,160000.000000
17,2,2,0.001000,0.500000,16655.515625,26477.164062,160000.000000,160000.000000,80000.000000,160000.000000
17,3,1,0.001000,0.000000,71960.000000,0.000000,700000.000000,700000.000000,700000.000000,700000.000000
17,3,2,0.001000,0.500000,69746.984375,95058.453125,700000.000000,700000.000000,350000.000000,700000.000000
17,4,1,0.001000,0.000000,43176.000000,0.000000,420000.000000,420000.000000,420000.000000,420000.000000
17,4,2,0.001000,0.400000,38032.917969,69754.210938,420000.000000,420000.000000,168000.000000,420000.000000
17,5,1,0.001000,0.000000,44204.000000,0.000000,430000.000000,430000.000000,430000.000000,430000.000000
17,5,2,0.001000,0.700000,45013.480469,85449.015625,430000.000000,430000.000000,301000.000000,430000.000000
27,1,1,0.001000,0.000000,151800.000000,0.000000,220000.000000,220000.000000,220000.000000,220000.000000
27,1,2,0.001000,1.000000,152272.281250,50407.304688,220000.000000,220000.000000,220000.000000,220000.000000
27,2,1,0.001000,0.000000,110400.000000,0.000000,160000.000000,160000.000000,160000.000000,160000.000000
27,2,2,0.001000,1.000000,109190.203125,40906.132812,160000.000000,160000.000000,160000.000000,160000.000000
27,3,1,0.001000,0.000000,483000.000000,0.000000,700000.000000,700000.000000,700000.000000,700000.000000
27,3,2,0.001000,1.000000,460826.562500,186571.015625,700000.000000,700000.000000,700000.000000,700000.000000
27,4,1,0.001000,0.000000,289800.000000,0.000000,420000.000000,420000.000000,420000.000000,420000.000000
27,4,2,0.001000,1.000000,285777.593750,96178.695312,420000.000000,420000.000000,420000.000000,420000.000000
27,5,1,0.001000,0.000000,296700.000000,0.000000,430000.000000,430000.000000,430000.000000,430000.000000
27,5,2,0.001000,1.000000,289729.906250,99034.218750,430000.000000,430000.000000,430000.000000,430000.000000
32,1,1,0.001000,0.000000,22616.000000,0.000000,220000.000000,220000.000000,220000.000000,220000.000000
32,1,2,0.001000,0.600000,28258.621094,34739.218750,220000.000000,220000.000000,132000.000000,220000.000000
32,2,1,0.001000,0.000000,16448.000000,0.000000,160000.000000,160000.000000,160000.000000,160000.000000
32,2,2,0.001000,0.500000,17098.378906,23090.970703,160000.000000,160000.000000,80000.000000,160000.000000
