,GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
0,1,677,1,975,0,0.22733602
3,4,977,1,1416,0,0.6762547
4,4,977,1,1417,0,0.39110956
5,4,977,1,1418,0,0.33281392
6,5,416,1,592,0,0.59830874
7,5,416,1,593,0,0.18673418
8,6,312,1,432,0,0.672756
9,8,230,1,322,0,0.94180286
10,8,230,1,323,0,0.24824572
11,9,108,1,153,0,0.94888115
12,10,642,1,918,0,0.66723746
14,10,642,1,920,0,0.44183967
15,11,64,1,98,0,0.8864799
17,12,319,1,448,0,0.32647288
18,13,662,1,950,0,0.73392814
19,14,305,1,419,0,0.22013496
20,14,305,1,420,0,0.08159457
21,14,305,1,421,0,0.1598956
23,16,618,1,883,0,0.46519315
24,16,618,1,884,0,0.26642102
26,16,618,1,886,0,0.19329439
27,17,150,1,215,0,0.12946908
28,17,150,1,216,0,0.091664754
30,18,924,1,1335,0,0.85474193
31,19,859,1,1248,0,0.60162127
32,19,859,1,1249,0,0.93198836
34,21,891,1,1297,0,0.8605513
35,22,63,1,94,0,0.9293378
36,22,63,1,95,0,0.54618603
37,22,63,1,96,0,0.937673
38,22,63,1,97,0,0.49498793
39,23,134,1,182,0,0.2737732
42,24,763,1,1106,0,0.33089092
44,24,763,1,1108,0,0.25707418
45,25,474,1,682,0,0.33982834
46,25,474,1,683,0,0.2588534
47,26,744,1,1079,0,0.3554465
48,28,519,1,736,0,0.005022334
50,30,18,1,29,0,0.2823827
51,30,18,1,30,0,0.06808769
52,31,539,1,767,0,0.616829
54,31,539,1,769,0,0.30438837
55,31,539,1,770,0,0.44088683
56,32,718,1,1033,0,0.15020233
57,32,718,1,1034,0,0.21792886
58,32,718,1,1035,0,0.4743331
59,32,718,1,1036,0,0.47636884
60,33,410,1,580,0,0.25523236
61,33,410,1,581,0,0.29756528
62,34,399,1,560,0,0.27906713
64,35,607,1,866,0,0.4827616
65,35,607,1,867,0,0.21197903
67,35,607,1,869,0,0.24626133
68,35,607,1,870,0,0.8384827
69,36,986,1,1428,0,0.18013059
70,37,246,1,340,0,0.8621563
71,37,246,1,341,0,0.17829944
72,38,21,1,35,0,0.7505313
73,39,185,1,272,0,0.6111204
74,39,185,1,273,0,0.20915504
75,40,914,1,1321,0,0.75987244
76,41,348,1,489,0,0.24926057
77,41,348,1,490,0,0.08557173
79,43,862,1,1253,0,0.53696835
80,44,804,1,1175,0,0.6345267
81,45,483,1,692,0,0.1743741
82,46,851,1,1236,0,0.24816449
83,46,851,1,1237,0,0.684823
84,47,561,1,806,0,0.08087165
85,48,476,1,685,0,0.8750736
86,48,476,1,686,0,0.42869437
88,50,800,1,1169,0,0.3131055
89,51,680,1,979,0,0.17896286
90,51,680,1,980,0,0.009712128
91,51,680,1,981,0,0.21004295
92,54,155,1,228,0,0.87000066
93,54,155,1,229,0,0.9728298
94,55,941,1,1365,0,0.44179234
95,55,941,1,1366,0,0.3787495
96,57,932,1,1350,0,0.2759471
97,58,923,1,1333,0,0.9661041
100,59,116,1,163,0,0.16862884
