,GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
43440,1,677,1,975,3,0.36664638
43443,4,977,1,1416,3,0.10178658
43444,4,977,1,1417,3,0.92243606
43445,4,977,1,1418,3,0.41446406
43446,5,416,1,592,3,0.5252768
43447,5,416,1,593,3,0.58351755
43448,6,312,1,432,3,0.15561877
43449,8,230,1,322,3,0.13988474
43450,8,230,1,323,3,0.123254746
43451,9,108,1,153,3,0.4316798
43452,10,642,1,918,3,0.68217665
43454,10,642,1,920,3,0.4214877
43455,11,64,1,98,3,0.053473745
43457,12,319,1,448,3,0.9801014
43458,13,662,1,950,3,0.25640997
43459,14,305,1,419,3,0.1314549
43460,14,305,1,420,3,0.4232474
43461,14,305,1,421,3,0.29858872
43463,16,618,1,883,3,0.26194826
43464,16,618,1,884,3,0.17253228
43466,16,618,1,886,3,0.03166294
43467,17,150,1,215,3,0.39833248
43468,17,150,1,216,3,0.27763826
43470,18,924,1,1335,3,0.4102416
43471,19,859,1,1248,3,0.88396955
43472,19,859,1,1249,3,0.026779948
43474,21,891,1,1297,3,0.91063327
43475,22,63,1,94,3,0.55368286
43476,22,63,1,95,3,0.20853843
43477,22,63,1,96,3,0.81030136
43478,22,63,1,97,3,0.80808556
43479,23,134,1,182,3,0.13224971
43482,24,763,1,1106,3,0.49407166
43484,24,763,1,1108,3,0.8675319
43485,25,474,1,682,3,0.95309037
43486,25,474,1,683,3,0.9403256
43487,26,744,1,1079,3,0.6216085
43488,28,519,1,736,3,0.44991276
43490,30,18,1,29,3,0.6353792
43491,30,18,1,30,3,0.30859634
43492,31,539,1,767,3,0.69783455
43494,31,539,1,769,3,0.4841094
43495,31,539,1,770,3,0.16869119
43496,32,718,1,1033,3,0.91509885
43497,32,718,1,1034,3,0.72357386
43498,32,718,1,1035,3,0.21501572
43499,32,718,1,1036,3,0.5026214
43500,33,410,1,580,3,0.53504956
43501,33,410,1,581,3,0.79350895
43502,34,399,1,560,3,0.9437555
43504,35,607,1,866,3,0.7497539
43505,35,607,1,867,3,0.2775428
43507,35,607,1,869,3,0.44558442
43508,35,607,1,870,3,0.65458673
43509,36,986,1,1428,3,0.14386733
43510,37,246,1,340,3,0.05698739
43511,37,246,1,341,3,0.9316946
43512,38,21,1,35,3,0.14356141
43513,39,185,1,272,3,0.04414717
43514,39,185,1,273,3,0.571619
43515,40,914,1,1321,3,0.07139535
43516,41,348,1,489,3,0.52714646
43517,41,348,1,490,3,0.16838747
43519,43,862,1,1253,3,0.9686639
43520,44,804,1,1175,3,0.12479103
43521,45,483,1,692,3,0.18103096
43522,46,851,1,1236,3,0.0071146837
43523,46,851,1,1237,3,0.65212834
43524,47,561,1,806,3,0.12800142
43525,48,476,1,685,3,0.96850544
43526,48,476,1,686,3,0.28163192
43528,50,800,1,1169,3,0.36730048
43529,51,680,1,979,3,0.5802231
43530,51,680,1,980,3,0.6877087
43531,51,680,1,981,3,0.9300307
43532,54,155,1,228,3,0.7394271
43533,54,155,1,229,3,0.3784938
43534,55,941,1,1365,3,0.26159906
43535,55,941,1,1366,3,0.8531138
43536,57,932,1,1350,3,0.7976582
43537,58,923,1,1333,3,0.37538433
43540,59,116,1,163,3,0.08458416
43541,62,434,1,635,3,0.7754749
43544,63,543,1,778,3,0.3846829
43545,64,875,1,1268,3,0.46307594
43546,64,875,1,1269,3,0.83689636
43547,66,402,1,565,3,0.43105486
43548,67,881,1,1276,3,0.38339075
43549,68,450,1,649,3,0.5796687
43551,69,833,1,1222,3,0.16242786
43552,70,548,1,784,3,0.9475022
43554,70,548,1,786,3,0.49856454
