,GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
14480,1,677,1,975,1,0.9923478
14483,4,977,1,1416,1,0.77562636
14484,4,977,1,1417,1,0.5968476
14485,4,977,1,1418,1,0.96795994
14486,5,416,1,592,1,0.7811424
14487,5,416,1,593,1,0.030379407
14488,6,312,1,432,1,0.40003103
14489,8,230,1,322,1,0.3316844
14490,8,230,1,323,1,0.5485385
14491,9,108,1,153,1,0.49171174
14492,10,642,1,918,1,0.66325533
14494,10,642,1,920,1,0.2871813
14495,11,64,1,98,1,0.7115894
14497,12,319,1,448,1,0.32182375
14498,13,662,1,950,1,0.20372778
14499,14,305,1,419,1,0.7540166
14500,14,305,1,420,1,0.31051958
14501,14,305,1,421,1,0.39457196
14503,16,618,1,883,1,0.06986342
14504,16,618,1,884,1,0.0655225
14506,16,618,1,886,1,0.48567286
14507,17,150,1,215,1,0.43637374
14508,17,150,1,216,1,0.73005086
14510,18,924,1,1335,1,0.5267246
14511,19,859,1,1248,1,0.9494841
14512,19,859,1,1249,1,0.9958994
14514,21,891,1,1297,1,0.11697966
14515,22,63,1,94,1,0.5893775
14516,22,63,1,95,1,0.048311997
14517,22,63,1,96,1,0.01988578
14518,22,63,1,97,1,0.18448265
14519,23,134,1,182,1,0.032376513
14522,24,763,1,1106,1,0.38953218
14524,24,763,1,1108,1,0.16884293
14525,25,474,1,682,1,0.5604676
14526,25,474,1,683,1,0.5200843
14527,26,744,1,1079,1,0.8372483
14528,28,519,1,736,1,0.5682887
14530,30,18,1,29,1,0.50215447
14531,30,18,1,30,1,0.44804367
14532,31,539,1,767,1,0.118554376
14534,31,539,1,769,1,0.86238056
14535,31,539,1,770,1,0.89898103
14536,32,718,1,1033,1,0.9852561
14537,32,718,1,1034,1,0.58763635
14538,32,718,1,1035,1,0.69234747
14539,32,718,1,1036,1,0.933735
14540,33,410,1,580,1,0.4695868
14541,33,410,1,581,1,0.27510384
14542,34,399,1,560,1,0.25905034
14544,35,607,1,866,1,0.28339052
14545,35,607,1,867,1,0.019984853
14547,35,607,1,869,1,0.6078539
14548,35,607,1,870,1,0.9108897
14549,36,986,1,1428,1,0.1043289
14550,37,246,1,340,1,0.06938015
14551,37,246,1,341,1,0.9120974
14552,38,21,1,35,1,0.82731867
14553,39,185,1,272,1,0.8527132
14554,39,185,1,273,1,0.27924734
14555,40,914,1,1321,1,0.8058404
14556,41,348,1,489,1,0.13664804
14557,41,348,1,490,1,0.48220217
14559,43,862,1,1253,1,0.50717556
14560,44,804,1,1175,1,0.8357205
14561,45,483,1,692,1,0.38341793
14562,46,851,1,1236,1,0.22459257
14563,46,851,1,1237,1,0.06875614
14564,47,561,1,806,1,0.803383
14565,48,476,1,685,1,0.94971573
14566,48,476,1,686,1,0.76734674
14568,50,800,1,1169,1,0.5138631
14569,51,680,1,979,1,0.27567473
14570,51,680,1,980,1,0.10974052
14571,51,680,1,981,1,0.2600207
14572,54,155,1,228,1,0.703589
14573,54,155,1,229,1,0.98091716
14574,55,941,1,1365,1,0.2703842
14575,55,941,1,1366,1,0.3335907
14576,57,932,1,1350,1,0.45955408
14577,58,923,1,1333,1,0.013077521
14580,59,116,1,163,1,0.88362026
14581,62,434,1,635,1,0.69346094
14584,63,543,1,778,1,0.8863285
14585,64,875,1,1268,1,0.4932376
14586,64,875,1,1269,1,0.9687192
14587,66,402,1,565,1,0.30096373
14588,67,881,1,1276,1,0.62853414
14589,68,450,1,649,1,0.012272095
14591,69,833,1,1222,1,0.8487795
14592,70,548,1,784,1,0.13170081
14594,70,548,1,786,1,0.8422732
14595,70,548,1,787,1,0.26610667
14596,71,597,1,846,1,0.93591046
14599,72,447,1,646,1,0.5872438
14600,74,440,1,640,1,0.20921241
14601,75,970,1,1406,1,0.85976034
14603,76,358,1,503,1,0.1380207
14604,78,768,1,1115,1,0.82878065
14605,78,768,1,1116,1,0.7242949
14608,80,213,1,306,1,0.37319252
14610,81,608,1,871,1,0.4734966
14611,81,608,1,872,1,0.4512638
14612,82,673,1,969,1,0.8795492
14613,83,826,1,1211,1,0.25047308
14614,83,826,1,1212,1,0.03452379
14615,84,600,1,856,1,0.9928084
14616,84,600,1,857,1,0.45500717
14617,84,600,1,858,1,0.09288049
14619,86,995,1,1441,1,0.92979527
14621,87,962,1,1393,1,0.05770701
14622,89,340,1,481,1,0.40278217
