Period,PeriodWeight,EventId,Year,Month,Day,Hour,Minute,SummaryId,SampleId,Loss,ImpactedExposure
1,0.001000,1,1,1,1,0,0,1,-1,81212.00,790000.00
1,0.001000,1,1,1,1,0,0,1,1,278596.16,790000.00
1,0.001000,1,1,1,1,0,0,1,3,75217.84,790000.00
1,0.001000,1,1,1,1,0,0,1,4,244995.61,790000.00
1,0.001000,1,1,1,1,0,0,1,5,91018.44,790000.00
1,0.001000,1,1,1,1,0,0,1,6,17952.46,790000.00
1,0.001000,1,1,1,1,0,0,1,8,142022.84,790000.00
1,0.001000,1,1,1,1,0,0,1,10,175412.50,790000.00
1,0.001000,1,1,1,1,0,0,2,-1,3084.00,30000.00
1,0.001000,1,1,1,1,0,0,2,1,2577.14,30000.00
1,0.001000,1,1,1,1,0,0,2,2,6040.50,30000.00
1,0.001000,1,1,1,1,0,0,2,3,1867.66,30000.00
1,0.001000,1,1,1,1,0,0,2,4,5228.10,30000.00
1,0.001000,1,1,1,1,0,0,2,5,5949.91,30000.00
1,0.001000,1,1,1,1,0,0,2,6,245.53,30000.00
1,0.001000,1,1,1,1,0,0,2,8,8815.06,30000.00
1,0.001000,1,1,1,1,0,0,2,10,7028.87,30000.00
1,0.001000,1,1,1,1,0,0,3,-1,25700.00,250000.00
1,0.001000,1,1,1,1,0,0,3,1,95084.03,250000.00
1,0.001000,1,1,1,1,0,0,3,4,22623.23,250000.00
1,0.001000,1,1,1,1,0,0,3,5,13917.10,250000.00
1,0.001000,1,1,1,1,0,0,3,8,98289.95,250000.00
1,0.001000,1,1,1,1,0,0,3,10,38483.73,250000.00
1,0.001000,1,1,1,1,0,0,4,-1,9252.00,90000.00
1,0.001000,1,1,1,1,0,0,4,1,23965.92,90000.00
1,0.001000,1,1,1,1,0,0,4,4,25363.47,90000.00
1,0.001000,1,1,1,1,0,0,4,5,14813.40,90000.00
1,0.001000,1,1,1,1,0,0,4,8,7252.09,90000.00
1,0.001000,1,1,1,1,0,0,4,9,1750.05,90000.00
1,0.001000,1,1,1,1,0,0,4,10,14834.93,90000.00
1,0.001000,1,1,1,1,0,0,5,-1,31868.00,310000.00
1,0.001000,1,1,1,1,0,0,5,1,140098.00,310000.00
1,0.001000,1,1,1,1,0,0,5,3,42412.47,310000.00
1,0.001000,1,1,1,1,0,0,5,4,67478.84,310000.00
1,0.001000,1,1,1,1,0,0,5,5,48889.27,310000.00
1,0.001000,1,1,1,1,0,0,5,8,41506.34,310000.00
1,0.001000,1,1,1,1,0,0,5,10,41425.31,310000.00
2,0.001000,2,2,1,1,0,0,1,-1,309364.00,790000.00
2,0.001000,2,2,1,1,0,0,1,1,392876.75,790000.00
2,0.001000,2,2,1,1,0,0,1,2,495438.81,790000.00
2,0.001000,2,2,1,1,0,0,1,3,221118.56,790000.00
2,0.001000,2,2,1,1,0,0,1,4,790000.00,790000.00
2,0.001000,2,2,1,1,0,0,1,5,99032.53,790000.00
2,0.001000,2,2,1,1,0,0,1,6,292223.19,790000.00
2,0.001000,2,2,1,1,0,0,1,7,136166.22,790000.00
2,0.001000,2,2,1,1,0,0,1,8,473149.56,790000.00
2,0.001000,2,2,1,1,0,0,1,9,138646.53,790000.00
2,0.001000,2,2,1,1,0,0,1,10,506754.34,790000.00
2,0.001000,2,2,1,1,0,0,2,-1,11748.00,30000.00
2,0.001000,2,2,1,1,0,0,2,1,3887.59,30000.00
2,0.001000,2,2,1,1,0,0,2,2,18707.61,30000.00
2,0.001000,2,2,1,1,0,0,2,3,13176.11,30000.00
2,0.001000,2,2,1,1,0,0,2,4,30000.00,30000.00
2,0.001000,2,2,1,1,0,0,2,5,3393.87,30000.00
2,0.001000,2,2,1,1,0,0,2,6,8911.63,30000.00
2,0.001000,2,2,1,1,0,0,2,7,8413.21,30000.00
2,0.001000,2,2,1,1,0,0,2,8,11477.94,30000.00
2,0.001000,2,2,1,1,0,0,2,9,9905.51,30000.00
2,0.001000,2,2,1,1,0,0,2,10,19135.93,30000.00
2,0.001000,2,2,1,1,0,0,3,-1,97900.00,250000.00
2,0.001000,2,2,1,1,0,0,3,1,129655.90,250000.00
2,0.001000,2,2,1,1,0,0,3,2,108442.88,250000.00
2,0.001000,2,2,1,1,0,0,3,3,86257.21,250000.00
2,0.001000,2,2,1,1,0,0,3,4,161985.67,250000.00
2,0.001000,2,2,1,1,0,0,3,5,57068.70,250000.00
2,0.001000,2,2,1,1,0,0,3,6,62659.12,250000.00
2,0.001000,2,2,1,1,0,0,3,7,67959.19,250000.00
2,0.001000,2,2,1,1,0,0,3,8,151815.53,250000.00
2,0.001000,2,2,1,1,0,0,3,9,85870.43,250000.00
2,0.001000,2,2,1,1,0,0,3,10,96358.73,250000.00
2,0.001000,2,2,1,1,0,0,4,-1,35244.00,90000.00
2,0.001000,2,2,1,1,0,0,4,1,24054.62,90000.00
2,0.001000,2,2,1,1,0,0,4,2,79346.81,90000.00
2,0.001000,2,2,1,1,0,0,4,3,1415.33,90000.00
2,0.001000,2,2,1,1,0,0,4,4,83648.98,90000.00
2,0.001000,2,2,1,1,0,0,4,5,18053.53,90000.00
