Period,PeriodWeight,EventId,Year,Month,Day,Hour,Minute,SummaryId,Quantile,Loss
1,0.001000,1,1,1,1,0,0,1,0.00,0.00
1,0.001000,1,1,1,1,0,0,1,0.20,5182.42
1,0.001000,1,1,1,1,0,0,1,0.40,78978.02
1,0.001000,1,1,1,1,0,0,1,0.50,147043.03
1,0.001000,1,1,1,1,0,0,1,0.75,292711.06
1,0.001000,1,1,1,1,0,0,1,1.00,540321.25
2,0.001000,2,2,1,1,0,0,1,0.00,208840.41
2,0.001000,2,2,1,1,0,0,1,0.20,329474.62
2,0.001000,2,2,1,1,0,0,1,0.40,479756.47
2,0.001000,2,2,1,1,0,0,1,0.50,565053.25
2,0.001000,2,2,1,1,0,0,1,0.75,806537.88
2,0.001000,2,2,1,1,0,0,1,1.00,1375634.62
2,0.001000,3,2,1,1,0,0,1,0.00,1470000.00
2,0.001000,3,2,1,1,0,0,1,0.20,1470000.00
2,0.001000,3,2,1,1,0,0,1,0.40,1470000.00
2,0.001000,3,2,1,1,0,0,1,0.50,1470000.00
2,0.001000,3,2,1,1,0,0,1,0.75,1470000.00
2,0.001000,3,2,1,1,0,0,1,1.00,1470000.00
5,0.001000,5,5,1,1,0,0,1,0.00,188794.97
5,0.001000,5,5,1,1,0,0,1,0.20,380207.62
5,0.001000,5,5,1,1,0,0,1,0.40,483087.09
5,0.001000,5,5,1,1,0,0,1,0.50,550466.94
5,0.001000,5,5,1,1,0,0,1,0.75,830475.81
5,0.001000,5,5,1,1,0,0,1,1.00,1038866.38
8,0.001000,12,8,1,1,0,0,1,0.00,7264.23
8,0.001000,12,8,1,1,0,0,1,0.20,20240.79
8,0.001000,12,8,1,1,0,0,1,0.40,43369.61
8,0.001000,12,8,1,1,0,0,1,0.50,66287.27
8,0.001000,12,8,1,1,0,0,1,0.75,222247.88
8,0.001000,12,8,1,1,0,0,1,1.00,419123.91
9,0.001000,17,9,1,1,0,0,1,0.00,0.00
9,0.001000,17,9,1,1,0,0,1,0.20,17770.43
9,0.001000,17,9,1,1,0,0,1,0.40,63372.62
9,0.001000,17,9,1,1,0,0,1,0.50,78794.05
9,0.001000,17,9,1,1,0,0,1,0.75,155767.25
9,0.001000,17,9,1,1,0,0,1,1.00,634019.75
16,0.001000,27,16,1,1,0,0,1,0.00,449814.88
16,0.001000,27,16,1,1,0,0,1,0.20,752734.19
16,0.001000,27,16,1,1,0,0,1,0.40,828138.69
16,0.001000,27,16,1,1,0,0,1,0.50,1016898.56
16,0.001000,27,16,1,1,0,0,1,0.75,1232794.12
16,0.001000,27,16,1,1,0,0,1,1.00,1470000.00
19,0.001000,32,19,1,1,0,0,1,0.00,0.00
19,0.001000,32,19,1,1,0,0,1,0.20,7799.60
19,0.001000,32,19,1,1,0,0,1,0.40,80939.80
19,0.001000,32,19,1,1,0,0,1,0.50,107994.92
19,0.001000,32,19,1,1,0,0,1,0.75,238871.50
19,0.001000,32,19,1,1,0,0,1,1.00,506128.19
19,0.001000,33,19,1,1,0,0,1,0.00,0.00
19,0.001000,33,19,1,1,0,0,1,0.20,23163.92
19,0.001000,33,19,1,1,0,0,1,0.40,55159.70
19,0.001000,33,19,1,1,0,0,1,0.50,79541.07
19,0.001000,33,19,1,1,0,0,1,0.75,112391.22
19,0.001000,33,19,1,1,0,0,1,1.00,478715.22
20,0.001000,34,20,1,1,0,0,1,0.00,1910.67
20,0.001000,34,20,1,1,0,0,1,0.20,13350.69
20,0.001000,34,20,1,1,0,0,1,0.40,57694.88
20,0.001000,34,20,1,1,0,0,1,0.50,113449.91
20,0.001000,34,20,1,1,0,0,1,0.75,317296.75
20,0.001000,34,20,1,1,0,0,1,1.00,448710.75
22,0.001000,36,22,1,1,0,0,1,0.00,0.00
22,0.001000,36,22,1,1,0,0,1,0.20,5467.87
22,0.001000,36,22,1,1,0,0,1,0.40,18252.09
22,0.001000,36,22,1,1,0,0,1,0.50,55094.44
22,0.001000,36,22,1,1,0,0,1,0.75,204983.09
22,0.001000,36,22,1,1,0,0,1,1.00,742647.94
22,0.001000,37,22,1,1,0,0,1,0.00,0.00
22,0.001000,37,22,1,1,0,0,1,0.20,8089.25
22,0.001000,37,22,1,1,0,0,1,0.40,36290.55
22,0.001000,37,22,1,1,0,0,1,0.50,83857.80
22,0.001000,37,22,1,1,0,0,1,0.75,152055.53
22,0.001000,37,22,1,1,0,0,1,1.00,624181.69
23,0.001000,38,23,1,1,0,0,1,0.00,0.00
23,0.001000,38,23,1,1,0,0,1,0.20,2242.65
23,0.001000,38,23,1,1,0,0,1,0.40,63942.95
23,0.001000,38,23,1,1,0,0,1,0.50,111873.50
23,0.001000,38,23,1,1,0,0,1,0.75,169054.27
23,0.001000,38,23,1,1,0,0,1,1.00,711636.81
25,0.001000,41,25,1,1,0,0,1,0.00,0.00
25,0.001000,41,25,1,1,0,0,1,0.20,0.00
25,0.001000,41,25,1,1,0,0,1,0.40,24327.65
25,0.001000,41,25,1,1,0,0,1,0.50,30696.51
25,0.001000,41,25,1,1,0,0,1,0.75,171597.97
25,0.001000,41,25,1,1,0,0,1,1.00,437136.25
25,0.001000,43,25,1,1,0,0,1,0.00,1470000.00
25,0.001000,43,25,1,1,0,0,1,0.20,1470000.00
25,0.001000,43,25,1,1,0,0,1,0.40,1470000.00
25,0.001000,43,25,1,1,0,0,1,0.50,1470000.00
25,0.001000,43,25,1,1,0,0,1,0.75,1470000.00
25,0.001000,43,25,1,1,0,0,1,1.00,1470000.00
26,0.001000,44,26,1,1,0,0,1,0.00,151108.84
26,0.001000,44,26,1,1,0,0,1,0.20,346625.56
26,0.001000,44,26,1,1,0,0,1,0.40,455233.28
26,0.001000,44,26,1,1,0,0,1,0.50,513009.19
26,0.001000,44,26,1,1,0,0,1,0.75,738297.94
26,0.001000,44,26,1,1,0,0,1,1.00,1126960.62
27,0.001000,46,27,1,1,0,0,1,0.00,0.00
27,0.001000,46,27,1,1,0,0,1,0.20,0.00
27,0.001000,46,27,1,1,0,0,1,0.40,5760.49
27,0.001000,46,27,1,1,0,0,1,0.50,12717.64
27,0.001000,46,27,1,1,0,0,1,0.75,138103.38
27,0.001000,46,27,1,1,0,0,1,1.00,279127.25
31,0.001000,48,31,1,1,0,0,1,0.00,2490.30
31,0.001000,48,31,1,1,0,0,1,0.20,26435.05
31,0.001000,48,31,1,1,0,0,1,0.40,67402.62
31,0.001000,48,31,1,1,0,0,1,0.50,94219.38
31,0.001000,48,31,1,1,0,0,1,0.75,310967.88
31,0.001000,48,31,1,1,0,0,1,1.00,374301.25
32,0.001000,51,32,1,1,0,0,1,0.00,335445.03
32,0.001000,51,32,1,1,0,0,1,0.20,544433.88
32,0.001000,51,32,1,1,0,0,1,0.40,579020.94
32,0.001000,51,32,1,1,0,0,1,0.50,606202.75
32,0.001000,51,32,1,1,0,0,1,0.75,776994.19
32,0.001000,51,32,1,1,0,0,1,1.00,1382532.75
41,0.001000,64,41,1,1,0,0,1,0.00,0.00
41,0.001000,64,41,1,1,0,0,1,0.20,1047.82
41,0.001000,64,41,1,1,0,0,1,0.40,36453.20
41,0.001000,64,41,1,1,0,0,1,0.50,72706.11
41,0.001000,64,41,1,1,0,0,1,0.75,147345.41
41,0.001000,64,41,1,1,0,0,1,1.00,634051.38
41,0.001000,66,41,1,1,0,0,1,0.00,404296.12
41,0.001000,66,41,1,1,0,0,1,0.20,657895.62
41,0.001000,66,41,1,1,0,0,1,0.40,849866.31
41,0.001000,66,41,1,1,0,0,1,0.50,896355.19
41,0.001000,66,41,1,1,0,0,1,0.75,1094818.00
41,0.001000,66,41,1,1,0,0,1,1.00,1412848.38
49,0.001000,72,49,1,1,0,0,1,0.00,14213.64
49,0.001000,72,49,1,1,0,0,1,0.20,67557.74
49,0.001000,72,49,1,1,0,0,1,0.40,148722.16
49,0.001000,72,49,1,1,0,0,1,0.50,237603.30
49,0.001000,72,49,1,1,0,0,1,0.75,397320.03
49,0.001000,72,49,1,1,0,0,1,1.00,737756.12
50,0.001000,74,50,1,1,0,0,1,0.00,8721.12
50,0.001000,74,50,1,1,0,0,1,0.20,17830.22
50,0.001000,74,50,1,1,0,0,1,0.40,42086.26
50,0.001000,74,50,1,1,0,0,1,0.50,52399.10
50,0.001000,74,50,1,1,0,0,1,0.75,286106.44
50,0.001000,74,50,1,1,0,0,1,1.00,460017.00
51,0.001000,75,51,1,1,0,0,1,0.00,0.00
51,0.001000,75,51,1,1,0,0,1,0.20,10906.39
51,0.001000,75,51,1,1,0,0,1,0.40,32118.67
51,0.001000,75,51,1,1,0,0,1,0.50,70228.66
51,0.001000,75,51,1,1,0,0,1,0.75,203863.72
51,0.001000,75,51,1,1,0,0,1,1.00,621865.25
51,0.001000,76,51,1,1,0,0,1,0.00,19184.89
51,0.001000,76,51,1,1,0,0,1,0.20,67561.80
51,0.001000,76,51,1,1,0,0,1,0.40,88200.15
51,0.001000,76,51,1,1,0,0,1,0.50,95351.14
51,0.001000,76,51,1,1,0,0,1,0.75,207638.50
51,0.001000,76,51,1,1,0,0,1,1.00,373878.53
51,0.001000,78,51,1,1,0,0,1,0.00,0.00
51,0.001000,78,51,1,1,0,0,1,0.20,0.00
51,0.001000,78,51,1,1,0,0,1,0.40,33553.40
51,0.001000,78,51,1,1,0,0,1,0.50,51943.74
51,0.001000,78,51,1,1,0,0,1,0.75,166563.98
51,0.001000,78,51,1,1,0,0,1,1.00,787394.06
53,0.001000,79,53,1,1,0,0,1,0.00,39333.13
53,0.001000,79,53,1,1,0,0,1,0.20,159710.28
53,0.001000,79,53,1,1,0,0,1,0.40,235189.02
53,0.001000,79,53,1,1,0,0,1,0.50,263909.03
53,0.001000,79,53,1,1,0,0,1,0.75,470114.78
53,0.001000,79,53,1,1,0,0,1,1.00,675612.19
56,0.001000,84,56,1,1,0,0,1,0.00,7011.34
56,0.001000,84,56,1,1,0,0,1,0.20,100402.88
56,0.001000,84,56,1,1,0,0,1,0.40,187219.62
56,0.001000,84,56,1,1,0,0,1,0.50,271743.69
