EventId,SummaryId,SampleType,EventRate,ChanceOfLoss,MeanLoss,SDLoss,MaxLoss,FootprintExposure,MeanImpactedExposure,MaxImpactedExposure
1,1,1,0.001000,0.000000,81212.000000,0.000000,790000.000000,790000.000000,790000.000000,790000.000000
1,1,2,0.001000,0.700000,102521.585938,104209.359375,790000.000000,790000.000000,553000.000000,790000.000000
1,2,1,0.001000,0.000000,3084.000000,0.000000,30000.000000,30000.000000,30000.000000,30000.000000
1,2,2,0.001000,0.800000,3775.277832,3231.707520,30000.000000,30000.000000,24000.000000,30000.000000
1,3,1,0.001000,0.000000,25700.000000,0.000000,250000.000000,250000.000000,250000.000000,250000.000000
1,3,2,0.001000,0.500000,26839.806641,38993.773438,250000.000000,250000.000000,125000.000000,250000.000000
1,4,1,0.001000,0.000000,9252.000000,0.000000,90000.000000,90000.000000,90000.000000,90000.000000
1,4,2,0.001000,0.600000,8797.986328,10213.243164,90000.000000,90000.000000,54000.000000,90000.000000
1,5,1,0.001000,0.000000,31868.000000,0.000000,310000.000000,310000.000000,310000.000000,310000.000000
1,5,2,0.001000,0.600000,38181.023438,43755.316406,310000.000000,310000.000000,186000.000000,310000.000000
2,1,1,0.001000,0.000000,309364.000000,0.000000,790000.000000,790000.000000,790000.000000,790000.000000
2,1,2,0.001000,1.000000,354540.625000,218441.671875,790000.000000,790000.000000,790000.000000,790000.000000
2,2,1,0.001000,0.000000,11748.000000,0.000000,30000.000000,30000.000000,30000.000000,30000.000000
2,2,2,0.001000,1.000000,12700.940430,8050.692871,30000.000000,30000.000000,30000.000000,30000.000000
2,3,1,0.001000,0.000000,97900.000000,0.000000,250000.000000,250000.000000,250000.000000,250000.000000
2,3,2,0.001000,1.000000,100807.343750,36722.867188,250000.000000,250000.000000,250000.000000,250000.000000
2,4,1,0.001000,0.000000,35244.000000,0.000000,90000.000000,90000.000000,90000.000000,90000.000000
2,4,2,0.001000,1.000000,34833.851562,27385.023438,90000.000000,90000.000000,90000.000000,90000.000000
2,5,1,0.001000,0.000000,121396.000000,0.000000,310000.000000,310000.000000,310000.000000,310000.000000
2,5,2,0.001000,1.000000,126509.765625,91677.953125,310000.000000,310000.000000,310000.000000,310000.000000
3,1,1,0.001000,0.000000,790000.000000,0.000000,790000.000000,790000.000000,790000.000000,790000.000000
3,1,2,0.001000,1.000000,790000.000000,0.000000,790000.000000,790000.000000,790000.000000,790000.000000
3,2,1,0.001000,0.000000,30000.000000,0.000000,30000.000000,30000.000000,30000.000000,30000.000000
