Period,PeriodWeight,EventId,Year,Month,Day,Hour,Minute,SummaryId,Quantile,Loss
1,0.001000,1,1,1,1,0,0,1,0.00,0.00
1,0.001000,1,1,1,1,0,0,1,0.20,0.00
1,0.001000,1,1,1,1,0,0,1,0.40,52311.70
1,0.001000,1,1,1,1,0,0,1,0.50,83118.14
1,0.001000,1,1,1,1,0,0,1,0.75,167065.09
1,0.001000,1,1,1,1,0,0,1,1.00,278596.16
1,0.001000,1,1,1,1,0,0,2,0.00,0.00
1,0.001000,1,1,1,1,0,0,2,0.20,196.43
1,0.001000,1,1,1,1,0,0,2,0.40,2293.35
1,0.001000,1,1,1,1,0,0,2,0.50,3902.62
1,0.001000,1,1,1,1,0,0,2,0.75,6017.86
1,0.001000,1,1,1,1,0,0,2,1.00,8815.06
1,0.001000,1,1,1,1,0,0,3,0.00,0.00
1,0.001000,1,1,1,1,0,0,3,0.20,0.00
1,0.001000,1,1,1,1,0,0,3,0.40,0.00
1,0.001000,1,1,1,1,0,0,3,0.50,6958.55
1,0.001000,1,1,1,1,0,0,3,0.75,34518.61
1,0.001000,1,1,1,1,0,0,3,1.00,98289.95
1,0.001000,1,1,1,1,0,0,4,0.00,0.00
1,0.001000,1,1,1,1,0,0,4,0.20,0.00
1,0.001000,1,1,1,1,0,0,4,0.40,1050.03
1,0.001000,1,1,1,1,0,0,4,0.50,4501.07
1,0.001000,1,1,1,1,0,0,4,0.75,14829.55
1,0.001000,1,1,1,1,0,0,4,1.00,25363.47
1,0.001000,1,1,1,1,0,0,5,0.00,0.00
1,0.001000,1,1,1,1,0,0,5,0.20,0.00
1,0.001000,1,1,1,1,0,0,5,0.40,24855.20
1,0.001000,1,1,1,1,0,0,5,0.50,41465.82
1,0.001000,1,1,1,1,0,0,5,0.75,47270.07
1,0.001000,1,1,1,1,0,0,5,1.00,140098.00
2,0.001000,2,2,1,1,0,0,1,0.00,99032.53
2,0.001000,2,2,1,1,0,0,1,0.20,138150.47
2,0.001000,2,2,1,1,0,0,1,0.40,263781.38
2,0.001000,2,2,1,1,0,0,1,0.50,342549.97
2,0.001000,2,2,1,1,0,0,1,0.75,489866.50
2,0.001000,2,2,1,1,0,0,1,1.00,790000.00
2,0.001000,2,2,1,1,0,0,2,0.00,3393.87
2,0.001000,2,2,1,1,0,0,2,0.20,7508.09
2,0.001000,2,2,1,1,0,0,2,0.40,9507.96
2,0.001000,2,2,1,1,0,0,2,0.50,10691.73
2,0.001000,2,2,1,1,0,0,2,0.75,17324.73
2,0.001000,2,2,1,1,0,0,2,1.00,30000.00
2,0.001000,2,2,1,1,0,0,3,0.00,57068.70
2,0.001000,2,2,1,1,0,0,3,0.20,66899.17
2,0.001000,2,2,1,1,0,0,3,0.40,86102.50
2,0.001000,2,2,1,1,0,0,3,0.50,91307.97
2,0.001000,2,2,1,1,0,0,3,0.75,124352.64
2,0.001000,2,2,1,1,0,0,3,1.00,161985.67
2,0.001000,2,2,1,1,0,0,4,0.00,1415.33
2,0.001000,2,2,1,1,0,0,4,0.20,18815.44
2,0.001000,2,2,1,1,0,0,4,0.40,22075.17
2,0.001000,2,2,1,1,0,0,4,0.50,23709.85
2,0.001000,2,2,1,1,0,0,4,0.75,44970.73
2,0.001000,2,2,1,1,0,0,4,1.00,83648.98
2,0.001000,2,2,1,1,0,0,5,0.00,31291.77
2,0.001000,2,2,1,1,0,0,5,0.20,60892.29
2,0.001000,2,2,1,1,0,0,5,0.40,76266.23
2,0.001000,2,2,1,1,0,0,5,0.50,90828.73
2,0.001000,2,2,1,1,0,0,5,0.75,165614.36
2,0.001000,2,2,1,1,0,0,5,1.00,310000.00
2,0.001000,3,2,1,1,0,0,1,0.00,790000.00
2,0.001000,3,2,1,1,0,0,1,0.20,790000.00
2,0.001000,3,2,1,1,0,0,1,0.40,790000.00
2,0.001000,3,2,1,1,0,0,1,0.50,790000.00
2,0.001000,3,2,1,1,0,0,1,0.75,790000.00
2,0.001000,3,2,1,1,0,0,1,1.00,790000.00
2,0.001000,3,2,1,1,0,0,2,0.00,30000.00
2,0.001000,3,2,1,1,0,0,2,0.20,30000.00
2,0.001000,3,2,1,1,0,0,2,0.40,30000.00
2,0.001000,3,2,1,1,0,0,2,0.50,30000.00
2,0.001000,3,2,1,1,0,0,2,0.75,30000.00
2,0.001000,3,2,1,1,0,0,2,1.00,30000.00
2,0.001000,3,2,1,1,0,0,3,0.00,250000.00
2,0.001000,3,2,1,1,0,0,3,0.20,250000.00
2,0.001000,3,2,1,1,0,0,3,0.40,250000.00
2,0.001000,3,2,1,1,0,0,3,0.50,250000.00
2,0.001000,3,2,1,1,0,0,3,0.75,250000.00
2,0.001000,3,2,1,1,0,0,3,1.00,250000.02
2,0.001000,3,2,1,1,0,0,4,0.00,90000.00
2,0.001000,3,2,1,1,0,0,4,0.20,90000.00
2,0.001000,3,2,1,1,0,0,4,0.40,90000.00
2,0.001000,3,2,1,1,0,0,4,0.50,90000.00
2,0.001000,3,2,1,1,0,0,4,0.75,90000.00
2,0.001000,3,2,1,1,0,0,4,1.00,90000.00
2,0.001000,3,2,1,1,0,0,5,0.00,310000.00
2,0.001000,3,2,1,1,0,0,5,0.20,310000.00
2,0.001000,3,2,1,1,0,0,5,0.40,310000.00
2,0.001000,3,2,1,1,0,0,5,0.50,310000.00
2,0.001000,3,2,1,1,0,0,5,0.75,310000.00
2,0.001000,3,2,1,1,0,0,5,1.00,310000.00
5,0.001000,5,5,1,1,0,0,1,0.00,5.88
5,0.001000,5,5,1,1,0,0,1,0.20,160478.52
5,0.001000,5,5,1,1,0,0,1,0.40,291098.06
5,0.001000,5,5,1,1,0,0,1,0.50,351573.09
5,0.001000,5,5,1,1,0,0,1,0.75,420919.66
5,0.001000,5,5,1,1,0,0,1,1.00,609279.06
5,0.001000,5,5,1,1,0,0,2,0.00,3456.83
5,0.001000,5,5,1,1,0,0,2,0.20,6307.75
5,0.001000,5,5,1,1,0,0,2,0.40,8459.96
5,0.001000,5,5,1,1,0,0,2,0.50,9764.57
5,0.001000,5,5,1,1,0,0,2,0.75,20807.33
5,0.001000,5,5,1,1,0,0,2,1.00,25913.84
5,0.001000,5,5,1,1,0,0,3,0.00,26282.18
5,0.001000,5,5,1,1,0,0,3,0.20,53506.84
5,0.001000,5,5,1,1,0,0,3,0.40,70108.63
5,0.001000,5,5,1,1,0,0,3,0.50,89804.36
5,0.001000,5,5,1,1,0,0,3,0.75,146659.69
