Period,PeriodWeight,EventId,Year,Month,Day,Hour,Minute,SummaryId,SampleType,ChanceOfLoss,MeanLoss,SDLoss,MaxLoss,FootprintExposure,MeanImpactedExposure,MaxImpactedExposure
1,0.001000,1,1,1,1,0,0,1,1,0.0000,81212.00,0.00,790000.00,790000.00,790000.00,790000.00
1,0.001000,1,1,1,1,0,0,1,2,0.7000,102521.59,104209.36,790000.00,790000.00,553000.00,790000.00
1,0.001000,1,1,1,1,0,0,2,1,0.0000,3084.00,0.00,30000.00,30000.00,30000.00,30000.00
1,0.001000,1,1,1,1,0,0,2,2,0.8000,3775.28,3231.71,30000.00,30000.00,24000.00,30000.00
1,0.001000,1,1,1,1,0,0,3,1,0.0000,25700.00,0.00,250000.00,250000.00,250000.00,250000.00
1,0.001000,1,1,1,1,0,0,3,2,0.5000,26839.81,38993.77,250000.00,250000.00,125000.00,250000.00
1,0.001000,1,1,1,1,0,0,4,1,0.0000,9252.00,0.00,90000.00,90000.00,90000.00,90000.00
1,0.001000,1,1,1,1,0,0,4,2,0.6000,8797.99,10213.24,90000.00,90000.00,54000.00,90000.00
1,0.001000,1,1,1,1,0,0,5,1,0.0000,31868.00,0.00,310000.00,310000.00,310000.00,310000.00
1,0.001000,1,1,1,1,0,0,5,2,0.6000,38181.02,43755.32,310000.00,310000.00,186000.00,310000.00
2,0.001000,2,2,1,1,0,0,1,1,0.0000,309364.00,0.00,790000.00,790000.00,790000.00,790000.00
2,0.001000,2,2,1,1,0,0,1,2,1.0000,354540.62,218441.67,790000.00,790000.00,790000.00,790000.00
2,0.001000,2,2,1,1,0,0,2,1,0.0000,11748.00,0.00,30000.00,30000.00,30000.00,30000.00
2,0.001000,2,2,1,1,0,0,2,2,1.0000,12700.94,8050.69,30000.00,30000.00,30000.00,30000.00
2,0.001000,2,2,1,1,0,0,3,1,0.0000,97900.00,0.00,250000.00,250000.00,250000.00,250000.00
2,0.001000,2,2,1,1,0,0,3,2,1.0000,100807.34,36722.87,250000.00,250000.00,250000.00,250000.00
2,0.001000,2,2,1,1,0,0,4,1,0.0000,35244.00,0.00,90000.00,90000.00,90000.00,90000.00
2,0.001000,2,2,1,1,0,0,4,2,1.0000,34833.85,27385.02,90000.00,90000.00,90000.00,90000.00
2,0.001000,2,2,1,1,0,0,5,1,0.0000,121396.00,0.00,310000.00,310000.00,310000.00,310000.00
2,0.001000,2,2,1,1,0,0,5,2,1.0000,126509.77,91677.95,310000.00,310000.00,310000.00,310000.00
2,0.001000,3,2,1,1,0,0,1,1,0.0000,790000.00,0.00,790000.00,790000.00,790000.00,790000.00
2,0.001000,3,2,1,1,0,0,1,2,1.0000,790000.00,0.00,790000.00,790000.00,790000.00,790000.00
2,0.001000,3,2,1,1,0,0,2,1,0.0000,30000.00,0.00,30000.00,30000.00,30000.00,30000.00
2,0.001000,3,2,1,1,0,0,2,2,1.0000,30000.00,0.00,30000.00,30000.00,30000.00,30000.00
2,0.001000,3,2,1,1,0,0,3,1,0.0000,250000.00,0.00,250000.00,250000.00,250000.00,250000.00
2,0.001000,3,2,1,1,0,0,3,2,1.0000,250000.00,0.00,250000.00,250000.00,250000.00,250000.00
2,0.001000,3,2,1,1,0,0,4,1,0.0000,90000.00,0.00,90000.00,90000.00,90000.00,90000.00
2,0.001000,3,2,1,1,0,0,4,2,1.0000,90000.00,0.00,90000.00,90000.00,90000.00,90000.00
2,0.001000,3,2,1,1,0,0,5,1,0.0000,310000.00,0.00,310000.00,310000.00,310000.00,310000.00
